TimePeriod,Area_Name,Number of Vehicles Available,Data_Value
2004, Chhattisgarh,Lorry,12
2004, Madhya Pradesh,Lorry,32
2004, Gujarat,Lorry,3
2004,Daman & Diu,Lorry,0
2004,Dadra & Nagar Haveli,Lorry,0
2004, Maharashtra,Lorry,10
2004, Andhra Pradesh,Lorry,0
2004, Karnataka,Lorry,3
2004, Goa,Lorry,0
2004,Lakshadweep,Lorry,0
2004, Kerala,Lorry,0
2004, Tamil Nadu,Lorry,4
2004,Puducherry,Lorry,0
2004,Andaman & Nicobar Islands,Lorry,1
2005, Jammu & Kashmir,Lorry,2
2005, Himachal Pradesh,Lorry,0
2005, Punjab,Lorry,0
2005,Chandigarh,Lorry,0
2005, Uttarakhand,Lorry,0
2005, Haryana,Lorry,1
2005,Delhi,Lorry,4
2005, Rajasthan,Lorry,2
2005, Uttar Pradesh,Lorry,4
2005, Bihar,Lorry,0
2005, Sikkim,Lorry,0
2005, Nagaland,Lorry,3
2005, Manipur,Lorry,1
2005, Mizoram,Lorry,0
2005, Tripura,Lorry,0
2005, Meghalaya,Lorry,0
2005, Assam,Lorry,0
2005, West Bengal,Lorry,0
2005, Jharkhand,Lorry,0
2005, Odisha,Lorry,1
2005, Chhattisgarh,Lorry,9
2005, Madhya Pradesh,Lorry,24
2005, Gujarat,Lorry,3
2005,Daman & Diu,Lorry,0
2005,Dadra & Nagar Haveli,Lorry,0
2005, Maharashtra,Lorry,8
2005, Andhra Pradesh,Lorry,0
2005, Karnataka,Lorry,3
2005, Goa,Lorry,0
2005,Lakshadweep,Lorry,0
2005, Kerala,Lorry,0
2005, Tamil Nadu,Lorry,5
2005,Puducherry,Lorry,0
2005,Andaman & Nicobar Islands,Lorry,0
2006, Jammu & Kashmir,Lorry,2
2006, Himachal Pradesh,Lorry,0
2006, Punjab,Lorry,0
2006,Chandigarh,Lorry,1
2006, Uttarakhand,Lorry,0
2006, Haryana,Lorry,0
2006,Delhi,Lorry,5
2006, Rajasthan,Lorry,2
2006, Uttar Pradesh,Lorry,4
2006, Bihar,Lorry,0
2006, Sikkim,Lorry,0
2006, Nagaland,Lorry,3
2006, Manipur,Lorry,1
2006, Mizoram,Lorry,1
2006, Tripura,Lorry,0
2006, Meghalaya,Lorry,0
2006, Assam,Lorry,0
2006, West Bengal,Lorry,0
2006, Jharkhand,Lorry,0
2006, Odisha,Lorry,1
2006, Chhattisgarh,Lorry,5
2006, Madhya Pradesh,Lorry,19
2006, Gujarat,Lorry,0
2006,Daman & Diu,Lorry,0
2006,Dadra & Nagar Haveli,Lorry,0
2006, Maharashtra,Lorry,8
2006, Andhra Pradesh,Lorry,0
2006, Karnataka,Lorry,3
2006, Goa,Lorry,0
2006,Lakshadweep,Lorry,0
2006, Kerala,Lorry,0
2006, Tamil Nadu,Lorry,2
2006,Puducherry,Lorry,0
2006,Andaman & Nicobar Islands,Lorry,1
2007, Jammu & Kashmir,Lorry,0
2007, Himachal Pradesh,Lorry,0
2007, Punjab,Lorry,0
2007,Chandigarh,Lorry,1
2007, Uttarakhand,Lorry,4
2007, Haryana,Lorry,0
2007,Delhi,Lorry,6
2007, Uttar Pradesh,Lorry,3
2007, Bihar,Lorry,0
2007, Sikkim,Lorry,0
2007, Nagaland,Lorry,0
2007, Manipur,Lorry,1
2007, Mizoram,Lorry,1
2007, Tripura,Lorry,0
2007, Meghalaya,Lorry,0
2007, Assam,Lorry,0
2007, West Bengal,Lorry,0
2007, Jharkhand,Lorry,6
2007, Odisha,Lorry,0
2007, Chhattisgarh,Lorry,5
2007, Madhya Pradesh,Lorry,23
2007, Gujarat,Lorry,3
2007,Daman & Diu,Lorry,0
2007,Dadra & Nagar Haveli,Lorry,0
2007, Maharashtra,Lorry,8
2007, Andhra Pradesh,Lorry,0
2007, Karnataka,Lorry,1
2007, Goa,Lorry,0
2007,Lakshadweep,Lorry,0
2007, Kerala,Lorry,1
2007, Tamil Nadu,Lorry,4
2007,Puducherry,Lorry,0
2007,Andaman & Nicobar Islands,Lorry,1
2001, Jammu & Kashmir,Motorcycle,0
2001, Himachal Pradesh,Motorcycle,0
2001, Punjab,Motorcycle,0
2001,Chandigarh,Motorcycle,1
2001, Uttarakhand,Motorcycle,6
2001, Haryana,Motorcycle,1
2001,Delhi,Motorcycle,9
2001, Rajasthan,Motorcycle,2
2001, Uttar Pradesh,Motorcycle,23
2001, Bihar,Motorcycle,0
2001, Sikkim,Motorcycle,0
2001, Nagaland,Motorcycle,0
2001, Manipur,Motorcycle,2
2001, Mizoram,Motorcycle,6
2001, Tripura,Motorcycle,7
2001, Meghalaya,Motorcycle,0
2001, Assam,Motorcycle,1
2001, West Bengal,Motorcycle,0
2001, Jharkhand,Motorcycle,0
2001, Odisha,Motorcycle,5
2001, Chhattisgarh,Motorcycle,5
2001, Madhya Pradesh,Motorcycle,8
2001, Gujarat,Motorcycle,23
2001,Daman & Diu,Motorcycle,0
2001,Dadra & Nagar Haveli,Motorcycle,0
2001, Maharashtra,Motorcycle,0
2001, Andhra Pradesh,Motorcycle,11
2001, Karnataka,Motorcycle,43
2001, Goa,Motorcycle,0
2001,Lakshadweep,Motorcycle,0
2001, Kerala,Motorcycle,5
2001, Tamil Nadu,Motorcycle,11
2001,Puducherry,Motorcycle,1
2002, Jammu & Kashmir,Motorcycle,0
2002, Himachal Pradesh,Motorcycle,8
2002, Punjab,Motorcycle,0
2002,Chandigarh,Motorcycle,1
2002, Uttarakhand,Motorcycle,9
2002, Haryana,Motorcycle,0
2002,Delhi,Motorcycle,9
2002, Rajasthan,Motorcycle,2
2002, Uttar Pradesh,Motorcycle,27
2002, Bihar,Motorcycle,0
2002, Sikkim,Motorcycle,2
2002, Nagaland,Motorcycle,0
2002, Manipur,Motorcycle,2
2002, Mizoram,Motorcycle,6
2002, Tripura,Motorcycle,5
2002, Meghalaya,Motorcycle,0
2002, Assam,Motorcycle,2
2002, West Bengal,Motorcycle,0
2002, Jharkhand,Motorcycle,0
2002, Odisha,Motorcycle,5
2002, Chhattisgarh,Motorcycle,5
2002, Madhya Pradesh,Motorcycle,10
2002, Gujarat,Motorcycle,23
2002,Daman & Diu,Motorcycle,0
2002,Dadra & Nagar Haveli,Motorcycle,0
2002, Maharashtra,Motorcycle,0
2002, Andhra Pradesh,Motorcycle,21
2002, Karnataka,Motorcycle,43
2002, Goa,Motorcycle,0
2002,Lakshadweep,Motorcycle,0
2002, Kerala,Motorcycle,5
2002, Tamil Nadu,Motorcycle,14
2002,Puducherry,Motorcycle,1
2003, Jammu & Kashmir,Motorcycle,0
2003, Himachal Pradesh,Motorcycle,8
2003, Punjab,Motorcycle,0
2003,Chandigarh,Motorcycle,1
2003, Uttarakhand,Motorcycle,12
2003, Haryana,Motorcycle,0
2003,Delhi,Motorcycle,9
2003, Rajasthan,Motorcycle,2
2003, Uttar Pradesh,Motorcycle,27
2003, Bihar,Motorcycle,0
2003, Sikkim,Motorcycle,2
2003, Nagaland,Motorcycle,0
2003, Manipur,Motorcycle,1
2003, Mizoram,Motorcycle,6
2003, Tripura,Motorcycle,5
2003, Meghalaya,Motorcycle,1
2003, Assam,Motorcycle,2
2003, West Bengal,Motorcycle,0
2003, Jharkhand,Motorcycle,0
2003, Odisha,Motorcycle,5
2003, Chhattisgarh,Motorcycle,7
2003, Madhya Pradesh,Motorcycle,11
2003, Gujarat,Motorcycle,23
2003,Daman & Diu,Motorcycle,0
2003,Dadra & Nagar Haveli,Motorcycle,0
2003, Maharashtra,Motorcycle,0
2003, Andhra Pradesh,Motorcycle,25
2003, Karnataka,Motorcycle,43
2003, Goa,Motorcycle,0
2003,Lakshadweep,Motorcycle,0
2003, Kerala,Motorcycle,5
2003, Tamil Nadu,Motorcycle,14
2003,Puducherry,Motorcycle,1
2003,Andaman & Nicobar Islands,Motorcycle,2
2004, Jammu & Kashmir,Motorcycle,4
2004, Himachal Pradesh,Motorcycle,0
2004, Punjab,Motorcycle,0
2004,Chandigarh,Motorcycle,1
2004, Uttarakhand,Motorcycle,12
2004, Haryana,Motorcycle,1
2004,Delhi,Motorcycle,10
2004, Rajasthan,Motorcycle,2
2004, Uttar Pradesh,Motorcycle,27
2004, Bihar,Motorcycle,0
2004, Sikkim,Motorcycle,2
2004, Nagaland,Motorcycle,0
2004, Manipur,Motorcycle,1
2004, Mizoram,Motorcycle,6
2004, Tripura,Motorcycle,5
2004, Meghalaya,Motorcycle,1
2004, Assam,Motorcycle,2
2004, West Bengal,Motorcycle,0
2004, Jharkhand,Motorcycle,0
2004, Odisha,Motorcycle,3
2004, Chhattisgarh,Motorcycle,6
2004, Madhya Pradesh,Motorcycle,10
2004, Gujarat,Motorcycle,23
2004,Daman & Diu,Motorcycle,0
2004,Dadra & Nagar Haveli,Motorcycle,0
2004, Maharashtra,Motorcycle,0
2004, Andhra Pradesh,Motorcycle,23
2004, Karnataka,Motorcycle,43
2004, Goa,Motorcycle,0
2004,Lakshadweep,Motorcycle,0
2004, Kerala,Motorcycle,5
2004, Tamil Nadu,Motorcycle,11
2004,Puducherry,Motorcycle,1
2004,Andaman & Nicobar Islands,Motorcycle,2
2005, Jammu & Kashmir,Motorcycle,4
2005, Himachal Pradesh,Motorcycle,0
2005, Punjab,Motorcycle,0
2005,Chandigarh,Motorcycle,1
2005, Uttarakhand,Motorcycle,12
2005, Haryana,Motorcycle,1
2005,Delhi,Motorcycle,13
2005, Rajasthan,Motorcycle,2
2005, Uttar Pradesh,Motorcycle,21
2005, Bihar,Motorcycle,0
2005, Sikkim,Motorcycle,2
2005, Nagaland,Motorcycle,0
2005, Manipur,Motorcycle,1
2005, Mizoram,Motorcycle,6
2005, Tripura,Motorcycle,6
2005, Meghalaya,Motorcycle,1
2005, Assam,Motorcycle,2
2005, West Bengal,Motorcycle,0
2005, Jharkhand,Motorcycle,0
2005, Odisha,Motorcycle,3
2005, Chhattisgarh,Motorcycle,6
2005, Madhya Pradesh,Motorcycle,9
2005, Gujarat,Motorcycle,24
2005,Daman & Diu,Motorcycle,0
2005,Dadra & Nagar Haveli,Motorcycle,0
2005, Maharashtra,Motorcycle,0
2005, Andhra Pradesh,Motorcycle,22
2005, Karnataka,Motorcycle,43
2005, Goa,Motorcycle,0
2005,Lakshadweep,Motorcycle,0
2005, Kerala,Motorcycle,5
2005, Tamil Nadu,Motorcycle,23
2005,Puducherry,Motorcycle,1
2005,Andaman & Nicobar Islands,Motorcycle,0
2006, Jammu & Kashmir,Motorcycle,5
2006, Himachal Pradesh,Motorcycle,8
2006, Punjab,Motorcycle,0
2006,Chandigarh,Motorcycle,1
2006, Uttarakhand,Motorcycle,12
2006, Haryana,Motorcycle,12
2006,Delhi,Motorcycle,12
2006, Rajasthan,Motorcycle,2
2006, Uttar Pradesh,Motorcycle,23
2006, Bihar,Motorcycle,0
2006, Sikkim,Motorcycle,2
2006, Nagaland,Motorcycle,0
2006, Manipur,Motorcycle,1
2006, Mizoram,Motorcycle,4
2006, Tripura,Motorcycle,7
2006, Meghalaya,Motorcycle,1
2006, Assam,Motorcycle,3
2006, West Bengal,Motorcycle,0
2006, Jharkhand,Motorcycle,1
2006, Odisha,Motorcycle,3
2006, Chhattisgarh,Motorcycle,7
2006, Madhya Pradesh,Motorcycle,10
2006, Gujarat,Motorcycle,20
2006,Daman & Diu,Motorcycle,0
2006,Dadra & Nagar Haveli,Motorcycle,0
2006, Maharashtra,Motorcycle,0
2006, Andhra Pradesh,Motorcycle,32
2006, Karnataka,Motorcycle,43
2006, Goa,Motorcycle,0
2006,Lakshadweep,Motorcycle,0
2006, Kerala,Motorcycle,5
2006, Tamil Nadu,Motorcycle,20
2006,Puducherry,Motorcycle,4
2006,Andaman & Nicobar Islands,Motorcycle,2
2007, Jammu & Kashmir,Motorcycle,5
2007, Himachal Pradesh,Motorcycle,6
2007, Punjab,Motorcycle,0
2007,Chandigarh,Motorcycle,1
2007, Uttarakhand,Motorcycle,13
2007, Haryana,Motorcycle,15
2007,Delhi,Motorcycle,13
2007, Uttar Pradesh,Motorcycle,23
2007, Bihar,Motorcycle,0
2007, Sikkim,Motorcycle,3
2007, Nagaland,Motorcycle,0
2007, Manipur,Motorcycle,2
2007, Mizoram,Motorcycle,4
2007, Tripura,Motorcycle,7
2007, Meghalaya,Motorcycle,1
2007, Assam,Motorcycle,1
2007, West Bengal,Motorcycle,0
2007, Jharkhand,Motorcycle,1
2007, Odisha,Motorcycle,3
2007, Chhattisgarh,Motorcycle,17
2007, Madhya Pradesh,Motorcycle,12
2007, Gujarat,Motorcycle,26
2007,Daman & Diu,Motorcycle,0
2007,Dadra & Nagar Haveli,Motorcycle,0
2007, Maharashtra,Motorcycle,0
2007, Andhra Pradesh,Motorcycle,22
2007, Karnataka,Motorcycle,51
2007, Goa,Motorcycle,0
2007,Lakshadweep,Motorcycle,0
2007, Kerala,Motorcycle,17
2007, Tamil Nadu,Motorcycle,17
2007,Puducherry,Motorcycle,4
2007,Andaman & Nicobar Islands,Motorcycle,2
2001, Jammu & Kashmir,Others,0
2001, Himachal Pradesh,Others,0
2001, Punjab,Others,1
2001,Chandigarh,Others,0
2001, Uttarakhand,Others,3
2001, Haryana,Others,4
2001,Delhi,Others,1
2001, Rajasthan,Others,36
2001, Uttar Pradesh,Others,9
2001, Bihar,Others,0
2001, Sikkim,Others,1
2001, Nagaland,Others,17
2001, Manipur,Others,4
2001, Mizoram,Others,1
2001, Tripura,Others,3
2001, Meghalaya,Others,0
2001, Assam,Others,3
2001, West Bengal,Others,0
2001, Jharkhand,Others,0
2001, Odisha,Others,2
2001, Chhattisgarh,Others,3
2001, Madhya Pradesh,Others,14
2001, Gujarat,Others,6
2001,Daman & Diu,Others,0
2001,Dadra & Nagar Haveli,Others,0
2001, Maharashtra,Others,9
2001, Andhra Pradesh,Others,11
2001, Karnataka,Others,17
2001, Goa,Others,0
2001,Lakshadweep,Others,0
2001, Kerala,Others,1
2001, Tamil Nadu,Others,1
2001,Puducherry,Others,0
2002, Jammu & Kashmir,Others,10
2002, Himachal Pradesh,Others,0
2002, Punjab,Others,2
2002,Chandigarh,Others,0
2002, Uttarakhand,Others,0
2002, Haryana,Others,2
2002,Delhi,Others,4
2002, Rajasthan,Others,1
2002, Uttar Pradesh,Others,12
2002, Bihar,Others,0
2002, Sikkim,Others,1
2002, Nagaland,Others,17
2002, Manipur,Others,4
2002, Mizoram,Others,1
2002, Tripura,Others,3
2002, Meghalaya,Others,0
2002, Assam,Others,2
2002, West Bengal,Others,3
2002, Jharkhand,Others,0
2002, Odisha,Others,2
2002, Chhattisgarh,Others,3
2002, Madhya Pradesh,Others,19
2002, Gujarat,Others,6
2002,Daman & Diu,Others,0
2002,Dadra & Nagar Haveli,Others,0
2002, Maharashtra,Others,9
2002, Andhra Pradesh,Others,3
2002, Karnataka,Others,27
2002, Goa,Others,1
2002,Lakshadweep,Others,0
2002, Kerala,Others,1
2002, Tamil Nadu,Others,11
2002,Puducherry,Others,0
2003, Jammu & Kashmir,Others,10
2003, Himachal Pradesh,Others,0
2003, Punjab,Others,2
2003,Chandigarh,Others,0
2003, Uttarakhand,Others,3
2003, Haryana,Others,3
2003,Delhi,Others,2
2003, Rajasthan,Others,1
2003, Uttar Pradesh,Others,12
2003, Bihar,Others,0
2003, Sikkim,Others,2
2003, Nagaland,Others,0
2003, Manipur,Others,3
2003, Mizoram,Others,10
2003, Tripura,Others,3
2003, Meghalaya,Others,0
2003, Assam,Others,0
2003, West Bengal,Others,3
2003, Jharkhand,Others,0
2003, Odisha,Others,2
2003, Chhattisgarh,Others,6
2003, Madhya Pradesh,Others,29
2003, Gujarat,Others,6
2003,Daman & Diu,Others,0
2003,Dadra & Nagar Haveli,Others,0
2003, Maharashtra,Others,0
2003, Andhra Pradesh,Others,14
2003, Karnataka,Others,10
2003, Goa,Others,1
2003,Lakshadweep,Others,0
2003, Kerala,Others,1
2003, Tamil Nadu,Others,11
2003,Puducherry,Others,0
2003,Andaman & Nicobar Islands,Others,0
2004, Jammu & Kashmir,Others,18
2004, Himachal Pradesh,Others,0
2004, Punjab,Others,0
2004,Chandigarh,Others,0
2004, Uttarakhand,Others,3
2001, Jammu & Kashmir,Ambulance,4
2001, Himachal Pradesh,Ambulance,0
2001, Punjab,Ambulance,1
2001,Chandigarh,Ambulance,0
2001, Uttarakhand,Ambulance,4
2001, Haryana,Ambulance,1
2001,Delhi,Ambulance,10
2001, Rajasthan,Ambulance,18
2001, Uttar Pradesh,Ambulance,33
2001, Bihar,Ambulance,0
2001, Sikkim,Ambulance,0
2001, Nagaland,Ambulance,1
2001, Manipur,Ambulance,2
2001, Mizoram,Ambulance,1
2001, Tripura,Ambulance,2
2001, Meghalaya,Ambulance,4
2001, Assam,Ambulance,0
2001, West Bengal,Ambulance,41
2001, Jharkhand,Ambulance,2
2001, Odisha,Ambulance,1
2001, Chhattisgarh,Ambulance,6
2001, Madhya Pradesh,Ambulance,14
2001, Gujarat,Ambulance,10
2001,Daman & Diu,Ambulance,0
2001,Dadra & Nagar Haveli,Ambulance,0
2001, Maharashtra,Ambulance,0
2001, Andhra Pradesh,Ambulance,8
2001, Karnataka,Ambulance,20
2001, Goa,Ambulance,1
2001,Lakshadweep,Ambulance,0
2001, Kerala,Ambulance,4
2001, Tamil Nadu,Ambulance,11
2001,Puducherry,Ambulance,0
2002, Jammu & Kashmir,Ambulance,4
2002, Himachal Pradesh,Ambulance,1
2002, Punjab,Ambulance,0
2002,Chandigarh,Ambulance,0
2002, Uttarakhand,Ambulance,4
2004, Haryana,Others,2
2004,Delhi,Others,2
2004, Rajasthan,Others,24
2004, Uttar Pradesh,Others,12
2004, Bihar,Others,0
2004, Sikkim,Others,2
2004, Nagaland,Others,0
2004, Manipur,Others,3
2004, Mizoram,Others,10
2004, Tripura,Others,3
2004, Meghalaya,Others,0
2004, Assam,Others,0
2004, West Bengal,Others,1
2004, Jharkhand,Others,0
2004, Odisha,Others,1
2004, Chhattisgarh,Others,6
2004, Madhya Pradesh,Others,24
2004, Gujarat,Others,8
2004,Daman & Diu,Others,0
2004,Dadra & Nagar Haveli,Others,0
2004, Maharashtra,Others,4
2004, Andhra Pradesh,Others,19
2004, Karnataka,Others,10
2004, Goa,Others,0
2004,Lakshadweep,Others,0
2004, Kerala,Others,1
2004, Tamil Nadu,Others,1
2004,Puducherry,Others,0
2004,Andaman & Nicobar Islands,Others,0
2005, Jammu & Kashmir,Others,18
2005, Himachal Pradesh,Others,0
2005, Punjab,Others,0
2005,Chandigarh,Others,2
2005, Uttarakhand,Others,3
2005, Haryana,Others,2
2005,Delhi,Others,2
2005, Rajasthan,Others,25
2005, Uttar Pradesh,Others,6
2005, Bihar,Others,0
2005, Sikkim,Others,2
2005, Nagaland,Others,0
2005, Manipur,Others,3
2005, Mizoram,Others,10
2005, Tripura,Others,3
2005, Meghalaya,Others,0
2005, Assam,Others,0
2005, West Bengal,Others,1
2005, Jharkhand,Others,0
2005, Odisha,Others,2
2005, Chhattisgarh,Others,8
2005, Madhya Pradesh,Others,35
2005, Gujarat,Others,8
2005,Daman & Diu,Others,0
2005,Dadra & Nagar Haveli,Others,0
2005, Maharashtra,Others,8
2005, Andhra Pradesh,Others,16
2005, Karnataka,Others,10
2005, Goa,Others,1
2005,Lakshadweep,Others,0
2005, Kerala,Others,1
2005, Tamil Nadu,Others,1
2005,Puducherry,Others,0
2005,Andaman & Nicobar Islands,Others,0
2006, Jammu & Kashmir,Others,7
2006, Himachal Pradesh,Others,0
2006, Punjab,Others,0
2006,Chandigarh,Others,0
2006, Uttarakhand,Others,3
2006, Haryana,Others,4
2006,Delhi,Others,2
2006, Rajasthan,Others,25
2006, Uttar Pradesh,Others,4
2006, Bihar,Others,0
2006, Sikkim,Others,2
2006, Nagaland,Others,0
2006, Manipur,Others,3
2006, Mizoram,Others,2
2006, Tripura,Others,3
2006, Meghalaya,Others,0
2006, Assam,Others,3
2006, West Bengal,Others,2
2006, Jharkhand,Others,3
2006, Odisha,Others,2
2006, Chhattisgarh,Others,15
2006, Madhya Pradesh,Others,35
2006, Gujarat,Others,4
2006,Daman & Diu,Others,0
2006,Dadra & Nagar Haveli,Others,0
2006, Maharashtra,Others,19
2006, Andhra Pradesh,Others,16
2006, Karnataka,Others,10
2006, Goa,Others,0
2006,Lakshadweep,Others,0
2006, Kerala,Others,6
2006, Tamil Nadu,Others,5
2006,Puducherry,Others,0
2006,Andaman & Nicobar Islands,Others,0
2007, Jammu & Kashmir,Others,19
2007, Himachal Pradesh,Others,0
2007, Punjab,Others,0
2007,Chandigarh,Others,0
2007, Uttarakhand,Others,1
2007, Haryana,Others,3
2007,Delhi,Others,2
2007, Uttar Pradesh,Others,5
2007, Bihar,Others,2
2007, Sikkim,Others,2
2007, Nagaland,Others,0
2007, Manipur,Others,3
2007, Mizoram,Others,2
2007, Tripura,Others,1
2007, Meghalaya,Others,0
2007, Assam,Others,2
2007, West Bengal,Others,4
2007, Jharkhand,Others,1
2007, Odisha,Others,1
2007, Chhattisgarh,Others,12
2007, Madhya Pradesh,Others,35
2007, Gujarat,Others,4
2007,Daman & Diu,Others,0
2007,Dadra & Nagar Haveli,Others,0
2007, Maharashtra,Others,9
2007, Andhra Pradesh,Others,16
2007, Karnataka,Others,22
2007, Goa,Others,1
2007,Lakshadweep,Others,0
2007, Kerala,Others,3
2007, Tamil Nadu,Others,1
2007,Puducherry,Others,0
2007,Andaman & Nicobar Islands,Others,0
2001, Jammu & Kashmir,Total,24
2001, Himachal Pradesh,Total,0
2001, Punjab,Total,30
2001,Chandigarh,Total,5
2001, Uttarakhand,Total,48
2001, Haryana,Total,24
2001,Delhi,Total,34
2001, Rajasthan,Total,61
2001, Uttar Pradesh,Total,138
2001, Bihar,Total,0
2001, Sikkim,Total,5
2001, Nagaland,Total,26
2001, Manipur,Total,15
2001, Mizoram,Total,14
2001, Tripura,Total,19
2001, Meghalaya,Total,10
2001, Assam,Total,21
2001, West Bengal,Total,44
2001, Jharkhand,Total,6
2001, Odisha,Total,18
2001, Chhattisgarh,Total,40
2001, Madhya Pradesh,Total,107
2001, Gujarat,Total,107
2001,Daman & Diu,Total,0
2001,Dadra & Nagar Haveli,Total,1
2001, Maharashtra,Total,49
2001, Andhra Pradesh,Total,79
2001, Karnataka,Total,100
2001, Goa,Total,4
2001,Lakshadweep,Total,0
2001, Kerala,Total,37
2001, Tamil Nadu,Total,67
2001,Puducherry,Total,2
2002, Jammu & Kashmir,Total,26
2002, Himachal Pradesh,Total,14
2002, Punjab,Total,39
2002,Chandigarh,Total,5
2002, Uttarakhand,Total,52
2002, Haryana,Total,17
2002,Delhi,Total,35
2002, Rajasthan,Total,61
2002, Uttar Pradesh,Total,163
2002, Bihar,Total,28
2002, Sikkim,Total,8
2002, Nagaland,Total,26
2002, Manipur,Total,15
2002, Mizoram,Total,14
2002, Tripura,Total,16
2002, Meghalaya,Total,9
2002, Assam,Total,20
2002, West Bengal,Total,48
2002, Jharkhand,Total,8
2002, Odisha,Total,18
2002, Chhattisgarh,Total,40
2002, Madhya Pradesh,Total,113
2002, Gujarat,Total,80
2002,Daman & Diu,Total,0
2002,Dadra & Nagar Haveli,Total,0
2002, Maharashtra,Total,49
2002, Andhra Pradesh,Total,102
2002, Karnataka,Total,115
2002, Goa,Total,4
2002,Lakshadweep,Total,0
2002, Kerala,Total,40
2002, Tamil Nadu,Total,80
2002,Puducherry,Total,2
2003, Jammu & Kashmir,Total,26
2003, Himachal Pradesh,Total,14
2003, Punjab,Total,52
2003,Chandigarh,Total,5
2003, Uttarakhand,Total,65
2003, Haryana,Total,16
2003,Delhi,Total,32
2003, Rajasthan,Total,61
2003, Uttar Pradesh,Total,169
2003, Bihar,Total,34
2003, Sikkim,Total,9
2003, Nagaland,Total,13
2003, Manipur,Total,12
2003, Mizoram,Total,21
2003, Tripura,Total,16
2003, Meghalaya,Total,11
2003, Assam,Total,22
2003, West Bengal,Total,48
2003, Jharkhand,Total,16
2003, Odisha,Total,18
2003, Chhattisgarh,Total,41
2003, Madhya Pradesh,Total,109
2003, Gujarat,Total,80
2003,Daman & Diu,Total,0
2003,Dadra & Nagar Haveli,Total,1
2003, Maharashtra,Total,49
2003, Andhra Pradesh,Total,87
2003, Karnataka,Total,103
2003, Goa,Total,4
2003,Lakshadweep,Total,0
2003, Kerala,Total,62
2003, Tamil Nadu,Total,88
2003,Puducherry,Total,2
2003,Andaman & Nicobar Islands,Total,5
2004, Jammu & Kashmir,Total,35
2004, Himachal Pradesh,Total,3
