STATE/UT,Year,TYPE OF JAIL,"Number of Central Jails",Total Capacity of male Inmates,Total Capacity of female Inmates,Total Capacity of Inmates,Male Inmate population,Female Inmate population,Total Inmate population
BIHAR,2011,TOTAL,55,32638,1136,33774,27151,881,28032
BIHAR,2012,CENTRAL JAIL,7,11259,301,11560,8668,261,8929
BIHAR,2012,DISTRICT JAIL,31,16011,555,16566,14876,504,15380
BIHAR,2012,SUB JAIL,16,3283,223,3506,3036,97,3133
BIHAR,2012,WOMEN JAIL,1,0,83,83,0,66,66
BIHAR,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
BIHAR,2012,OPEN JAIL,1,104,0,104,102,0,102
BIHAR,2012,SPECIAL JAIL,1,3288,0,3288,940,0,940
BIHAR,2012,OTHERS,0,0,0,0,0,0,0
BIHAR,2012,TOTAL,57,33945,1162,35107,27622,928,28550
CHHATTISGARH,2012,CENTRAL JAIL,5,3694,282,3976,9383,620,10003
CHHATTISGARH,2012,DISTRICT JAIL,10,1095,99,1194,2948,79,3027
CHHATTISGARH,2012,SUB JAIL,12,596,84,680,1750,0,1750
CHHATTISGARH,2012,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2012,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2012,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2012,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2012,TOTAL,27,5385,465,5850,14081,699,14780
CHHATTISGARH,2001,CENTRAL JAIL,4,2345,148,2493,6255,332,6587
CHHATTISGARH,2001,DISTRICT JAIL,2,568,23,591,1086,58,1144
CHHATTISGARH,2001,SUB JAIL,20,1141,118,1259,1907,0,1907
CHHATTISGARH,2001,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2001,OPEN JAIL,1,200,0,200,29,0,29
CHHATTISGARH,2001,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2001,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2001,TOTAL,27,4254,289,4543,9277,390,9667
CHHATTISGARH,2002,CENTRAL JAIL,4,2345,148,2493,6300,362,6662
CHHATTISGARH,2002,DISTRICT JAIL,6,938,77,1015,1512,65,1577
CHHATTISGARH,2002,SUB JAIL,16,731,84,815,1746,0,1746
CHHATTISGARH,2002,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2002,OPEN JAIL,1,200,0,200,21,0,21
CHHATTISGARH,2002,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2002,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2002,TOTAL,27,4214,309,4523,9579,427,10006
CHHATTISGARH,2003,CENTRAL JAIL,4,2445,148,2593,5780,309,6089
CHHATTISGARH,2003,DISTRICT JAIL,6,1000,85,1085,1314,50,1364
CHHATTISGARH,2003,SUB JAIL,16,706,109,815,1408,0,1408
CHHATTISGARH,2003,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2003,OPEN JAIL,1,200,0,200,0,0,0
CHHATTISGARH,2003,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2003,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2003,TOTAL,27,4351,342,4693,8502,359,8861
CHHATTISGARH,2004,CENTRAL JAIL,4,2445,148,2593,5387,335,5722
CHHATTISGARH,2004,DISTRICT JAIL,6,1000,85,1085,1338,64,1402
CHHATTISGARH,2004,SUB JAIL,17,772,113,885,1749,0,1749
CHHATTISGARH,2004,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2004,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2004,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2004,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2004,TOTAL,27,4217,346,4563,8474,399,8873
CHHATTISGARH,2005,CENTRAL JAIL,4,2445,148,2593,6019,360,6379
CHHATTISGARH,2005,DISTRICT JAIL,6,1000,85,1085,1620,63,1683
CHHATTISGARH,2005,SUB JAIL,17,772,113,885,1759,0,1759
CHHATTISGARH,2005,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2005,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2005,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2005,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2005,TOTAL,27,4217,346,4563,9398,423,9821
CHHATTISGARH,2006,CENTRAL JAIL,4,2719,230,2949,6091,396,6487
CHHATTISGARH,2006,DISTRICT JAIL,6,1087,98,1185,1657,75,1732
CHHATTISGARH,2006,SUB JAIL,17,1052,113,1165,2140,0,2140
CHHATTISGARH,2006,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2006,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2006,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2006,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2006,TOTAL,27,4858,441,5299,9888,471,10359
CHHATTISGARH,2007,CENTRAL JAIL,5,3063,282,3345,7151,438,7589
CHHATTISGARH,2007,DISTRICT JAIL,10,1141,93,1234,1676,23,1699
CHHATTISGARH,2007,SUB JAIL,12,725,103,828,1163,0,1163
CHHATTISGARH,2007,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2007,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2007,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2007,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2007,TOTAL,27,4929,478,5407,9990,461,10451
CHHATTISGARH,2008,CENTRAL JAIL,5,3063,282,3345,7628,464,8092
CHHATTISGARH,2008,DISTRICT JAIL,10,1200,94,1294,1831,32,1863
CHHATTISGARH,2008,SUB JAIL,12,511,69,580,1275,0,1275
CHHATTISGARH,2008,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2008,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2008,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2008,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2008,TOTAL,27,4774,445,5219,10734,496,11230
CHHATTISGARH,2009,CENTRAL JAIL,5,3063,282,3345,8053,522,8575
CHHATTISGARH,2009,DISTRICT JAIL,10,1201,93,1294,2143,54,2197
CHHATTISGARH,2009,SUB JAIL,12,510,70,580,1370,0,1370
CHHATTISGARH,2009,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2009,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2009,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2009,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2009,TOTAL,27,4774,445,5219,11566,576,12142
CHHATTISGARH,2010,CENTRAL JAIL,5,3393,282,3675,8689,538,9227
CHHATTISGARH,2010,DISTRICT JAIL,10,1096,98,1194,2518,46,2564
CHHATTISGARH,2010,SUB JAIL,10,510,70,580,1124,0,1124
CHHATTISGARH,2010,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2010,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2010,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2010,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2010,TOTAL,25,4999,450,5449,12331,584,12915
CHHATTISGARH,2011,CENTRAL JAIL,5,3374,282,3656,9280,586,9866
CHHATTISGARH,2011,DISTRICT JAIL,10,1095,99,1194,2823,48,2871
CHHATTISGARH,2011,SUB JAIL,10,510,70,580,1181,0,1181
CHHATTISGARH,2011,WOMEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
CHHATTISGARH,2011,OPEN JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2011,SPECIAL JAIL,0,0,0,0,0,0,0
CHHATTISGARH,2011,OTHERS,0,0,0,0,0,0,0
CHHATTISGARH,2011,TOTAL,25,4979,451,5430,13284,634,13918
GOA,2001,CENTRAL JAIL,1,140,25,165,154,11,165
GOA,2001,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2001,SUB JAIL,1,75,0,75,182,0,182
GOA,2001,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2001,OPEN JAIL,0,0,0,0,0,0,0
GOA,2001,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2001,OTHERS,2,99,0,99,105,0,105
GOA,2001,TOTAL,4,314,25,339,441,11,452
GOA,2002,CENTRAL JAIL,1,145,25,170,153,9,162
GOA,2002,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2002,SUB JAIL,1,75,0,75,85,0,85
GOA,2002,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2002,OPEN JAIL,0,0,0,0,0,0,0
GOA,2002,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2002,OTHERS,3,98,0,98,105,0,105
GOA,2002,TOTAL,5,318,25,343,343,9,352
GOA,2003,CENTRAL JAIL,1,142,25,167,153,12,165
GOA,2003,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2003,SUB JAIL,1,75,0,75,100,0,100
GOA,2003,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2003,OPEN JAIL,0,0,0,0,0,0,0
GOA,2003,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2003,OTHERS,3,114,0,114,267,0,267
GOA,2003,TOTAL,5,331,25,356,520,12,532
GOA,2004,CENTRAL JAIL,1,142,25,167,166,11,177
GOA,2004,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2004,SUB JAIL,1,95,20,115,126,0,126
GOA,2004,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2004,OPEN JAIL,0,0,0,0,0,0,0
GOA,2004,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2004,OTHERS,3,98,0,98,124,0,124
GOA,2004,TOTAL,5,335,45,380,416,11,427
GOA,2005,CENTRAL JAIL,1,125,25,150,125,20,145
GOA,2005,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2005,SUB JAIL,1,115,0,115,107,0,107
GOA,2005,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2005,OPEN JAIL,0,0,0,0,0,0,0
GOA,2005,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2005,OTHERS,3,91,0,91,132,0,132
GOA,2005,TOTAL,5,331,25,356,364,20,384
GOA,2006,CENTRAL JAIL,1,125,25,150,122,20,142
GOA,2006,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2006,SUB JAIL,1,115,0,115,121,0,121
GOA,2006,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2006,OPEN JAIL,0,0,0,0,0,0,0
GOA,2006,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2006,OTHERS,3,91,0,91,117,0,117
GOA,2006,TOTAL,5,331,25,356,360,20,380
GOA,2007,CENTRAL JAIL,1,125,25,150,122,20,142
GOA,2007,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2007,SUB JAIL,1,115,0,115,99,0,99
GOA,2007,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2007,OPEN JAIL,0,0,0,0,0,0,0
GOA,2007,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2007,OTHERS,3,91,0,91,125,0,125
GOA,2007,TOTAL,5,331,25,356,346,20,366
GOA,2008,CENTRAL JAIL,1,125,25,150,118,25,143
GOA,2008,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2008,SUB JAIL,1,75,0,75,135,0,135
GOA,2008,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2008,OPEN JAIL,0,0,0,0,0,0,0
GOA,2008,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2008,OTHERS,3,91,0,91,125,0,125
GOA,2008,TOTAL,5,291,25,316,378,25,403
GOA,2009,CENTRAL JAIL,1,125,25,150,125,31,156
GOA,2009,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2009,SUB JAIL,1,115,0,115,154,0,154
GOA,2009,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2009,OPEN JAIL,0,0,0,0,0,0,0
GOA,2009,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2009,OTHERS,3,91,0,91,122,0,122
GOA,2009,TOTAL,5,331,25,356,401,31,432
GOA,2010,CENTRAL JAIL,1,125,25,150,136,35,171
GOA,2010,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2010,SUB JAIL,1,200,0,200,220,0,220
GOA,2010,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2010,OPEN JAIL,0,0,0,0,0,0,0
GOA,2010,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2010,OTHERS,1,45,0,45,65,0,65
GOA,2010,TOTAL,3,370,25,395,421,35,456
GOA,2011,CENTRAL JAIL,1,125,25,150,121,0,121
GOA,2011,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2011,SUB JAIL,1,200,0,200,274,34,308
GOA,2011,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2011,OPEN JAIL,0,0,0,0,0,0,0
GOA,2011,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2011,OTHERS,1,45,0,45,60,0,60
GOA,2011,TOTAL,3,370,25,395,455,34,489
GOA,2012,CENTRAL JAIL,1,125,0,125,115,0,115
GOA,2012,DISTRICT JAIL,0,0,0,0,0,0,0
GOA,2012,SUB JAIL,1,200,25,225,267,28,295
GOA,2012,WOMEN JAIL,0,0,0,0,0,0,0
GOA,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
GOA,2012,OPEN JAIL,0,0,0,0,0,0,0
GOA,2012,SPECIAL JAIL,0,0,0,0,0,0,0
GOA,2012,OTHERS,1,45,0,45,62,0,62
GOA,2012,TOTAL,3,370,25,395,444,28,472
GUJARAT,2001,CENTRAL JAIL,2,2370,79,2449,3775,120,3895
GUJARAT,2001,DISTRICT JAIL,6,1501,71,1572,2948,66,3014
GUJARAT,2001,SUB JAIL,10,994,69,1063,1729,40,1769
GUJARAT,2001,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2001,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2001,OPEN JAIL,2,100,0,100,82,0,82
GUJARAT,2001,SPECIAL JAIL,2,216,18,234,162,1,163
GUJARAT,2001,OTHERS,0,0,0,0,0,0,0
GUJARAT,2001,TOTAL,22,5181,237,5418,8696,227,8923
GUJARAT,2002,CENTRAL JAIL,2,2387,79,2466,4235,183,4418
GUJARAT,2002,DISTRICT JAIL,6,1501,71,1572,3440,84,3524
GUJARAT,2002,SUB JAIL,11,1062,73,1135,1994,56,2050
GUJARAT,2002,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2002,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2002,OPEN JAIL,2,100,0,100,86,0,86
GUJARAT,2002,SPECIAL JAIL,2,216,18,234,168,1,169
GUJARAT,2002,OTHERS,0,0,0,0,0,0,0
GUJARAT,2002,TOTAL,23,5266,241,5507,9923,324,10247
GUJARAT,2003,CENTRAL JAIL,2,2387,79,2466,4587,237,4824
GUJARAT,2003,DISTRICT JAIL,6,1501,71,1572,3127,110,3237
GUJARAT,2003,SUB JAIL,11,1062,73,1135,1862,54,1916
GUJARAT,2003,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2003,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2003,OPEN JAIL,2,100,0,100,66,0,66
GUJARAT,2003,SPECIAL JAIL,2,216,18,234,181,2,183
GUJARAT,2003,OTHERS,0,0,0,0,0,0,0
GUJARAT,2003,TOTAL,23,5266,241,5507,9823,403,10226
GUJARAT,2004,CENTRAL JAIL,2,2387,79,2466,5304,261,5565
GUJARAT,2004,DISTRICT JAIL,6,1591,71,1662,3499,132,3631
GUJARAT,2004,SUB JAIL,11,1062,73,1135,1930,94,2024
GUJARAT,2004,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2004,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2004,OPEN JAIL,2,100,0,100,93,0,93
GUJARAT,2004,SPECIAL JAIL,2,170,10,180,249,8,257
GUJARAT,2004,OTHERS,0,0,0,0,0,0,0
GUJARAT,2004,TOTAL,23,5310,233,5543,11075,495,11570
GUJARAT,2005,CENTRAL JAIL,2,2387,79,2466,5741,219,5960
GUJARAT,2005,DISTRICT JAIL,6,1591,71,1662,3140,115,3255
GUJARAT,2005,SUB JAIL,11,1114,73,1187,1641,62,1703
GUJARAT,2005,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2005,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2005,OPEN JAIL,2,100,0,100,77,0,77
GUJARAT,2005,SPECIAL JAIL,2,170,10,180,207,14,221
GUJARAT,2005,OTHERS,0,0,0,0,0,0,0
GUJARAT,2005,TOTAL,23,5362,233,5595,10806,410,11216
GUJARAT,2006,CENTRAL JAIL,2,2387,79,2466,6070,270,6340
GUJARAT,2006,DISTRICT JAIL,6,1591,71,1662,3280,137,3417
GUJARAT,2006,SUB JAIL,12,1214,78,1292,1684,81,1765
GUJARAT,2006,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2006,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2006,OPEN JAIL,2,100,0,100,75,0,75
GUJARAT,2006,SPECIAL JAIL,2,170,10,180,186,10,196
GUJARAT,2006,OTHERS,0,0,0,0,0,0,0
GUJARAT,2006,TOTAL,24,5462,238,5700,11295,498,11793
GUJARAT,2007,CENTRAL JAIL,2,2572,119,2691,5822,346,6168
GUJARAT,2007,DISTRICT JAIL,8,2058,91,2149,3553,232,3785
GUJARAT,2007,SUB JAIL,10,1318,73,1391,1494,74,1568
GUJARAT,2007,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2007,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2007,OPEN JAIL,2,100,0,100,68,0,68
GUJARAT,2007,SPECIAL JAIL,2,170,18,188,240,13,253
GUJARAT,2007,OTHERS,0,0,0,0,0,0,0
GUJARAT,2007,TOTAL,24,6218,301,6519,11177,665,11842
GUJARAT,2008,CENTRAL JAIL,2,2572,119,2691,5873,308,6181
GUJARAT,2008,DISTRICT JAIL,8,2058,91,2149,3839,158,3997
GUJARAT,2008,SUB JAIL,11,1398,93,1491,1737,74,1811
GUJARAT,2008,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2008,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2008,OPEN JAIL,2,100,0,100,62,0,62
GUJARAT,2008,SPECIAL JAIL,2,170,18,188,223,5,228
GUJARAT,2008,OTHERS,0,0,0,0,0,0,0
GUJARAT,2008,TOTAL,25,6298,321,6619,11734,545,12279
GUJARAT,2009,CENTRAL JAIL,2,2572,119,2691,5453,316,5769
GUJARAT,2009,DISTRICT JAIL,8,2043,91,2134,3750,176,3926
GUJARAT,2009,SUB JAIL,11,1448,93,1541,1627,73,1700
GUJARAT,2009,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2009,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2009,OPEN JAIL,2,100,0,100,69,0,69
GUJARAT,2009,SPECIAL JAIL,2,600,50,650,459,19,478
GUJARAT,2009,OTHERS,0,0,0,0,0,0,0
GUJARAT,2009,TOTAL,25,6763,353,7116,11358,584,11942
GUJARAT,2010,CENTRAL JAIL,2,3142,239,3381,5478,304,5782
GUJARAT,2010,DISTRICT JAIL,8,3249,171,3420,3385,169,3554
GUJARAT,2010,SUB JAIL,11,1438,122,1560,1518,72,1590
GUJARAT,2010,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2010,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2010,OPEN JAIL,2,100,0,100,74,0,74
GUJARAT,2010,SPECIAL JAIL,2,600,50,650,497,31,528
GUJARAT,2010,OTHERS,0,0,0,0,0,0,0
GUJARAT,2010,TOTAL,25,8529,582,9111,10952,576,11528
GUJARAT,2011,CENTRAL JAIL,2,3242,239,3481,5336,244,5580
GUJARAT,2011,DISTRICT JAIL,8,3249,171,3420,3615,179,3794
GUJARAT,2011,SUB JAIL,11,1594,150,1744,1462,98,1560
GUJARAT,2011,WOMEN JAIL,0,0,0,0,0,0,0
GUJARAT,2011,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2011,OPEN JAIL,2,100,0,100,74,0,74
GUJARAT,2011,SPECIAL JAIL,2,600,50,650,564,29,593
GUJARAT,2011,OTHERS,0,0,0,0,0,0,0
GUJARAT,2011,TOTAL,25,8785,610,9395,11051,550,11601
GUJARAT,2012,CENTRAL JAIL,4,7206,480,7686,7105,235,7340
GUJARAT,2012,DISTRICT JAIL,7,2015,87,2102,2096,105,2201
GUJARAT,2012,SUB JAIL,10,1366,114,1480,1224,83,1307
GUJARAT,2012,WOMEN JAIL,1,0,200,200,0,109,109
GUJARAT,2012,BORSTAL SCHOOL,0,0,0,0,0,0,0
GUJARAT,2012,OPEN JAIL,2,100,0,100,72,0,72
GUJARAT,2012,SPECIAL JAIL,2,600,50,650,526,30,556
GUJARAT,2012,OTHERS,0,0,0,0,0,0,0
GUJARAT,2012,TOTAL,26,11287,931,12218,11023,562,11585
HARYANA,2001,CENTRAL JAIL,2,2218,30,2248,3650,67,3717
HARYANA,2001,DISTRICT JAIL,10,2658,106,2764,6715,188,6903
HARYANA,2001,SUB JAIL,5,200,0,200,434,0,434
HARYANA,2001,WOMEN JAIL,0,0,0,0,0,0,0
HARYANA,2001,BORSTAL SCHOOL,1,320,35,355,118,176,294
HARYANA,2001,OPEN JAIL,0,0,0,0,0,0,0
HARYANA,2001,SPECIAL JAIL,0,0,0,0,0,0,0
HARYANA,2001,OTHERS,0,0,0,0,0,0,0
HARYANA,2001,TOTAL,18,5396,171,5567,10917,431,11348
HARYANA,2002,CENTRAL JAIL,2,2214,34,2248,3589,99,3688
HARYANA,2002,DISTRICT JAIL,10,2707,31,2738,6781,178,6959
HARYANA,2002,SUB JAIL,5,200,0,200,441,0,441
HARYANA,2002,WOMEN JAIL,0,0,0,0,0,0,0
HARYANA,2002,BORSTAL SCHOOL,1,160,195,355,96,174,270
HARYANA,2002,OPEN JAIL,0,0,0,0,0,0,0
HARYANA,2002,SPECIAL JAIL,0,0,0,0,0,0,0
HARYANA,2002,OTHERS,0,0,0,0,0,0,0
HARYANA,2002,TOTAL,18,5281,260,5541,10907,451,11358
HARYANA,2003,CENTRAL JAIL,2,2214,34,2248,3619,120,3739
HARYANA,2003,DISTRICT JAIL,11,3705,332,4037,7596,222,7818
HARYANA,2003,SUB JAIL,4,145,0,145,307,0,307
HARYANA,2003,WOMEN JAIL,0,0,0,0,0,0,0
HARYANA,2003,BORSTAL SCHOOL,1,160,195,355,73,162,235
HARYANA,2003,OPEN JAIL,0,0,0,0,0,0,0
HARYANA,2003,SPECIAL JAIL,0,0,0,0,0,0,0
HARYANA,2003,OTHERS,0,0,0,0,0,0,0
HARYANA,2003,TOTAL,18,6224,561,6785,11595,504,12099
HARYANA,2004,CENTRAL JAIL,2,2214,34,2248,3490,96,3586
HARYANA,2004,DISTRICT JAIL,11,2815,44,2859,7644,258,7902
HARYANA,2004,SUB JAIL,4,145,0,145,316,0,316
HARYANA,2004,WOMEN JAIL,0,0,0,0,0,0,0
HARYANA,2004,BORSTAL SCHOOL,1,160,195,355,64,142,206
HARYANA,2004,OPEN JAIL,0,0,0,0,0,0,0
HARYANA,2004,SPECIAL JAIL,0,0,0,0,0,0,0
HARYANA,2004,OTHERS,0,0,0,0,0,0,0
HARYANA,2004,TOTAL,18,5334,273,5607,11514,496,12010
HARYANA,2005,CENTRAL JAIL,2,2214,34,2248,2750,68,2818
HARYANA,2005,DISTRICT JAIL,12,7000,542,7542,8908,311,9219
HARYANA,2005,SUB JAIL,4,145,0,145,303,0,303
HARYANA,2005,WOMEN JAIL,0,0,0,0,0,0,0
HARYANA,2005,BORSTAL SCHOOL,1,160,195,355,71,136,207
HARYANA,2005,OPEN JAIL,0,0,0,0,0,0,0
HARYANA,2005,SPECIAL JAIL,0,0,0,0,0,0,0
HARYANA,2005,OTHERS,0,0,0,0,0,0,0
HARYANA,2005,TOTAL,19,9519,771,10290,12032,515,12547
