State/UT,YEAR,Vocation/Activity,Gross Value of Sale Proceeds / Earning (In Rs.)
ANDHRA PRADESH,2001,STEEL,3714270
ANDHRA PRADESH,2001,CARPENTRY,105414
ANDHRA PRADESH,2001,COBBLARY,89914
ANDHRA PRADESH,2001,DYING,211767
ANDHRA PRADESH,2001,DURRY,470174
ANDHRA PRADESH,2001,PHENYLE,993305
ANDHRA PRADESH,2001,SOAP,1594965
ANDHRA PRADESH,2001,SMITHY,32853
ANDHRA PRADESH,2001,TAILORING,584750
ANDHRA PRADESH,2001,WEAVING,3251992
ANDHRA PRADESH,2001,PRINTING,179392
ANDHRA PRADESH,2001,BOOK BINDING,62735
ANDHRA PRADESH,2001,COT-TAP,10416
ANDHRA PRADESH,2001,MAT WEAVING,2255
ANDHRA PRADESH,2001,TOOTH POWDER,34980
ANDHRA PRADESH,2001,CHALK PIECE,10800
ANDHRA PRADESH,2001,POLYTHENE,315315
ANDHRA PRADESH,2001,OTHERS,35775
ANDHRA PRADESH,2002,STEEL,4197529
ANDHRA PRADESH,2002,CARPENTRY,107344
ANDHRA PRADESH,2002,DURRY,476653
ANDHRA PRADESH,2002,PHENYLE,1231595
ANDHRA PRADESH,2002,SOAP,766353
ANDHRA PRADESH,2002,SMITHY,36617
ANDHRA PRADESH,2002,TAILORING,889799
ANDHRA PRADESH,2002,WEAVING,1582154
ANDHRA PRADESH,2002,PRINTING,184347
ANDHRA PRADESH,2002,BOOK BINDING,16042
ANDHRA PRADESH,2002,COT-TAP,9858
ANDHRA PRADESH,2002,MAT WEAVING,2964
ANDHRA PRADESH,2002,TOOTH POWDER,30080
ANDHRA PRADESH,2002,CHALK PIECE,14680
ANDHRA PRADESH,2002,POLYTHENE,225400
ANDHRA PRADESH,2002,MISCELLANEOUS,39995
ANDHRA PRADESH,2002,AGRICULTURE,973075
ANDHRA PRADESH,2002,DAIRY & POULTRY PRODUCTS,1552487
ANDHRA PRADESH,2003,STEEL,10467371
ANDHRA PRADESH,2003,CARPENTRY,62031
ANDHRA PRADESH,2003,DYEING,248545
ANDHRA PRADESH,2003,DURRY,814790
ANDHRA PRADESH,2003,PHENYLE,1232587
ANDHRA PRADESH,2003,SOAP,334789
ANDHRA PRADESH,2003,SMITHY,92334
ANDHRA PRADESH,2003,TAILORING,1299176
ANDHRA PRADESH,2003,WEAVING,4374572
ANDHRA PRADESH,2003,PRINTING,479359
ANDHRA PRADESH,2003,BOOK BINDING,35702
ANDHRA PRADESH,2003,COTTON TAPE,6783
ANDHRA PRADESH,2003,TOOTH POWDER,43376
ANDHRA PRADESH,2003,CHALK PIECE,3038
ANDHRA PRADESH,2003,JUTE,4752
ANDHRA PRADESH,2003,ALLUMINIUM,6220
ANDHRA PRADESH,2003,POLYTHENE BAGS,464867
ANDHRA PRADESH,2003,MISCELLANEOUS,102388
ANDHRA PRADESH,2003,DAIRY,1113261
ANDHRA PRADESH,2003,POULTRY,726275
ANDHRA PRADESH,2003,SHEEP,14396
ANDHRA PRADESH,2003,AGRICULTURE,831344
ANDHRA PRADESH,2004,STEEL,11210087
ANDHRA PRADESH,2004,DYEING,933287
ANDHRA PRADESH,2004,DURRY,1068480
ANDHRA PRADESH,2004,PHENYLE,896682
ANDHRA PRADESH,2004,SOAP,500617
ANDHRA PRADESH,2004,SMITHY,45895
ANDHRA PRADESH,2004,TAILORING,777691
ANDHRA PRADESH,2004,WEAVING,2335620
ANDHRA PRADESH,2004,PRINTING PRESS,231871
ANDHRA PRADESH,2004,BOOK BINDING,35068
ANDHRA PRADESH,2004,TOOTH POWDER,54060
ANDHRA PRADESH,2004,POLYTHENE,306329
ANDHRA PRADESH,2004,DHOBI,3240
ANDHRA PRADESH,2004,DTP,29976
ANDHRA PRADESH,2004,CANDLES MANUFACTURING,212595
ANDHRA PRADESH,2004,COVERS,28745
ANDHRA PRADESH,2004,AGRICULTURAL,900262
ANDHRA PRADESH,2004,DAIRY & POULTRY,1833555
ANDHRA PRADESH,2004,"MISC.,",40072
ANDHRA PRADESH,2005,STEEL,12048029
ANDHRA PRADESH,2005,CARPENTRY,153655
ANDHRA PRADESH,2005,DYEING,708675
ANDHRA PRADESH,2005,DURRY,1327369
ANDHRA PRADESH,2005,PHENYLE,899558
ANDHRA PRADESH,2005,SOAP,1635636
ANDHRA PRADESH,2005,SMITHY,11570
ANDHRA PRADESH,2005,TAILORING,746818
ANDHRA PRADESH,2005,WEAVING,3245917
ANDHRA PRADESH,2005,PRINTING PRESS,203450
ANDHRA PRADESH,2005,BOOK BINDING,21265
ANDHRA PRADESH,2005,COT-TAP,186
ANDHRA PRADESH,2005,TOOTH POWDER,85500
ANDHRA PRADESH,2005,CHALK,1888
ANDHRA PRADESH,2005,ALLUMINIUM,4070
ANDHRA PRADESH,2005,POLYTHENE,1066338
ANDHRA PRADESH,2005,DHOBI,1888
ANDHRA PRADESH,2005,DTP,18197
ANDHRA PRADESH,2005,COVERS,18475
ANDHRA PRADESH,2005,"MISC.,",97625
ANDHRA PRADESH,2005,"DAIRY, POULTRY & SHEEP",2735795
ANDHRA PRADESH,2005,AGRICULTURE,3620738
ANDHRA PRADESH,2006,AGRICULTURAL,4362083
ANDHRA PRADESH,2006,ALLUMINIUM,29379
ANDHRA PRADESH,2006,BLACK SMITH,40420
ANDHRA PRADESH,2006,BOOK BINDING,25644
ANDHRA PRADESH,2006,CARPENTARY,26595
ANDHRA PRADESH,2006,CHALK PIECE,3588
ANDHRA PRADESH,2006,COVERS,28292
ANDHRA PRADESH,2006,D.T.P,19705
ANDHRA PRADESH,2006,DURRY,1121672
ANDHRA PRADESH,2006,DYEING,835992
ANDHRA PRADESH,2006,MISCELLANEOUS,133553
ANDHRA PRADESH,2006,PHENYLE,1229634
ANDHRA PRADESH,2006,POLYTHENE,127968
ANDHRA PRADESH,2006,PRINTING PRESS,261056
ANDHRA PRADESH,2006,SOAP,2207299
ANDHRA PRADESH,2006,STEEL,12295110
ANDHRA PRADESH,2006,TAILORING,996264
ANDHRA PRADESH,2006,TOOTH POWDER,131245
ANDHRA PRADESH,2006,WEAVING,3891961
ANDHRA PRADESH,2007,AGRICULTURE,1577720
ANDHRA PRADESH,2007,BOOK BINDING,23037
ANDHRA PRADESH,2007,CARPENTRY,1390
ANDHRA PRADESH,2007,CHALK INDUSTRY,4935
ANDHRA PRADESH,2007,COVERS,14700
ANDHRA PRADESH,2007,DTP,12950
ANDHRA PRADESH,2007,DHOBI,270
ANDHRA PRADESH,2007,DURRY,892246
ANDHRA PRADESH,2007,DYEING,282557
ANDHRA PRADESH,2007,OTHERS,410843
ANDHRA PRADESH,2007,PHENYLE,1548751
ANDHRA PRADESH,2007,PRINTING,222719
ANDHRA PRADESH,2007,BLACK SMITH,121452
ANDHRA PRADESH,2007,SOAP,2648986
ANDHRA PRADESH,2007,STEEL INDUSTRY,10845699
ANDHRA PRADESH,2007,TAILORING,1133152
ANDHRA PRADESH,2007,TOOTH POWDER,108363
ANDHRA PRADESH,2007,WEAVING,4161497
ANDHRA PRADESH,2008,AGRICULTURAL,3602157
ANDHRA PRADESH,2008,BOOK BINDING,19364
ANDHRA PRADESH,2008,CARPENTARY,5560
ANDHRA PRADESH,2008,CHALK INDUSTRY,9514
ANDHRA PRADESH,2008,COVERS,26775
ANDHRA PRADESH,2008,DHOBI SECTION,486
ANDHRA PRADESH,2008,DARI MAKING,1112671
ANDHRA PRADESH,2008,DYEING,729362
ANDHRA PRADESH,2008,MISCELLANEOUS,223117
ANDHRA PRADESH,2008,PHENYLE,1716610
ANDHRA PRADESH,2008,PILLOWS,113298
ANDHRA PRADESH,2008,POLYTHENE,2226
ANDHRA PRADESH,2008,PRINTING PRESS,659796
ANDHRA PRADESH,2008,STEEL,14225599
ANDHRA PRADESH,2008,SOAP,2922109
ANDHRA PRADESH,2008,TAILORING,1149972
ANDHRA PRADESH,2008,TOOTH POWDER,90845
ANDHRA PRADESH,2008,WEAVING,2771851
ANDHRA PRADESH,2009,AGRICULTURAL,7563179
ANDHRA PRADESH,2009,STEEL,14856102
ANDHRA PRADESH,2009,DYEING,57126
ANDHRA PRADESH,2009,DURRY,1046558
ANDHRA PRADESH,2009,PHENYLE,1873957
ANDHRA PRADESH,2009,SOAP,3172046
ANDHRA PRADESH,2009,SMITH,1830
ANDHRA PRADESH,2009,TAILORING,1166182
ANDHRA PRADESH,2009,WEAVING,3821953
ANDHRA PRADESH,2009,PRINTING PRESS,363651
ANDHRA PRADESH,2009,BOOK BINDING,20228
ANDHRA PRADESH,2009,MAT WEAVING,1613
ANDHRA PRADESH,2009,TOOTH POWDER,102750
ANDHRA PRADESH,2009,CHALK PIECE,7780
ANDHRA PRADESH,2009,COVERS,41100
ANDHRA PRADESH,2009,PILLOWS,238713
ANDHRA PRADESH,2009,MISCELLANEOUS,68170
ANDHRA PRADESH,2010,AGRICULTURE,33854367
ANDHRA PRADESH,2010,STEEL,14656933
ANDHRA PRADESH,2010,DYEING,1614046
ANDHRA PRADESH,2010,DURRY,1322382
ANDHRA PRADESH,2010,PHENYLE,1654344
ANDHRA PRADESH,2010,SOAP,3271332
ANDHRA PRADESH,2010,SMITH,0
ANDHRA PRADESH,2010,TAILORING,1804773
ANDHRA PRADESH,2010,WEAVING,4274701
ANDHRA PRADESH,2010,PRINTING PRESS,500345
ANDHRA PRADESH,2010,BOOK BINDING,40100
ANDHRA PRADESH,2010,MAT WEAVING,0
ANDHRA PRADESH,2010,TOOTH POWDER,114605
ANDHRA PRADESH,2010,CHALK PIECE,0
ANDHRA PRADESH,2010,COVERS,51600
ANDHRA PRADESH,2010,PILLOWS,70470
ANDHRA PRADESH,2010,MISCELLANEOUS,12250
ANDHRA PRADESH,2011,BAKERY PRODUCTS,521253
ANDHRA PRADESH,2011,BOOK BINDING WORKS,36642
ANDHRA PRADESH,2011,CANDLES MANUFACTURING,34502
ANDHRA PRADESH,2011,CARPENTARY WORKS,33275
ANDHRA PRADESH,2011,CHALK PIECE,6740
ANDHRA PRADESH,2011,CLOTHING,2350
ANDHRA PRADESH,2011,PAPER COVER MAKING,98353
ANDHRA PRADESH,2011,DURRIES,2073969
ANDHRA PRADESH,2011,DYING,2523716
ANDHRA PRADESH,2011,MILK,889977
ANDHRA PRADESH,2011,NURSERY & VERMICOMPOST,1280
ANDHRA PRADESH,2011,PHENYLE,1750833
ANDHRA PRADESH,2011,PILLOWS,376173
ANDHRA PRADESH,2011,POULTRY BIRDS,990935
ANDHRA PRADESH,2011,PRINTING,621952
ANDHRA PRADESH,2011,SHEEP,110602
ANDHRA PRADESH,2011,SOAP,3392391
ANDHRA PRADESH,2011,STEEL FURNITURE,22683280
ANDHRA PRADESH,2011,TAILORING,1536419
ANDHRA PRADESH,2011,TOOTH POWDER,153345
ANDHRA PRADESH,2011,VEGETABLE,1650902
ANDHRA PRADESH,2011,WEAVING,5379939
ANDHRA PRADESH,2011,WOOLEN BLANKETS,248896
ANDHRA PRADESH,2011,AGRICULTURE,9203771
ANDHRA PRADESH,2012,DURRY UNIT,3181103
ANDHRA PRADESH,2012,DYING UNIT,3121910
ANDHRA PRADESH,2012,TAILORING UNIT,1874289
ANDHRA PRADESH,2012,SOAP UNIT,4500270
ANDHRA PRADESH,2012,WEAVING UNIT,8789440
ANDHRA PRADESH,2012,STEEL UNIT,27552616
ANDHRA PRADESH,2012,PRINTING PRESS,602825
ANDHRA PRADESH,2012,PHENYLE UNIT,861668
ANDHRA PRADESH,2012,AGRICULTURAL PRODUCTS,5210634
ANDHRA PRADESH,2012,BOOK BINDING,55835
ANDHRA PRADESH,2012,BAKERY UNIT,1491544
ANDHRA PRADESH,2012,ELECTRICAL HOUSE/MOTOR WIRING,7668
ANDHRA PRADESH,2012,PILLOWS,167725
ANDHRA PRADESH,2012,CHALK PIECE,4990
ANDHRA PRADESH,2012,CANDLES MANUFACTURING,55790
ANDHRA PRADESH,2012,WOOLEN UNIT,49157
ANDHRA PRADESH,2012,MISCELLANEOUS,173956
ARUNACHAL PRADESH,2009,NIL,0
ARUNACHAL PRADESH,2010,NIL,0
ARUNACHAL PRADESH,2012,NIL,0
ASSAM,2001,INDUSTRIAL,1116933
ASSAM,2001,AGRICULTURAL,336636
ASSAM,2002,INDUSTRIAL,641748
ASSAM,2002,AGRICULTURE,402991
ASSAM,2003,INDUSTRIAL,154824
ASSAM,2003,AGRICULTURE,552063
ASSAM,2004,INDUSTRIAL,280894
ASSAM,2004,AGRICULTURAL,300265
ASSAM,2005,INDUSTRIAL,105180
ASSAM,2005,AGRICULTURE,367675
ASSAM,2006,INDUSTRIAL,85869
ASSAM,2006,AGRICULTURAL,514697
ASSAM,2007,INDUSTRIAL,252993
ASSAM,2007,AGRICULTURE,373650
ASSAM,2008,INDUSTRIAL,375704
ASSAM,2008,AGRICULTURAL,439238
ASSAM,2009,INDUSTRIAL ACTIVITY,351256
ASSAM,2009,AGRICULTURAL ACTIVITY,480861
ASSAM,2010,INDUSTRIAL ACTIVITY,245209
ASSAM,2010,AGRICULTURAL ACTIVITY,361246
ASSAM,2011,INDUSTRIAL ACTIVITY,252312
ASSAM,2011,AGRICULTURE ACTIVITY,332946
ASSAM,2012,INDUSTRIAL ACTIVITY,429289
ASSAM,2012,AGRICULTURE ACTIVITY,201714
BIHAR,2001,TOTAL,49710663
BIHAR,2002,INDUSTRIAL,48340856
BIHAR,2002,AGRICULTURE,2011786
BIHAR,2003,AGRICULTURE,1670280
BIHAR,2003,INDUSTRIAL,63618220
BIHAR,2004,INDUSTRIAL,50442234
BIHAR,2004,AGRICULTURE,276592
BIHAR,2005,INDUSTRIAL,67540000
BIHAR,2005,AGRICULTURE,268956
BIHAR,2006,INDUSTRIAL,72153000
BIHAR,2006,AGRICULTURE,573278
BIHAR,2007,INDUSTRIAL,93494978
BIHAR,2007,AGRICULTURE,173680
BIHAR,2008,INDUSTRIAL,108588126
BIHAR,2008,AGRICULTURAL,152350
BIHAR,2009,INDUSTRIAL TRAINING,107530276
BIHAR,2009,AGRICULTURE,143997
BIHAR,2010,INDUSTRIAL TRAINING,112018698
BIHAR,2010,AGRICULTURE,170250
BIHAR,2011,AGRICULTURE,441631
BIHAR,2011,BANDHAGOVI-250KG,3750
BIHAR,2011,BLANKET SECTION,3089150
BIHAR,2011,BREAD,566949
BIHAR,2011,CAUSTIC SOAP,1561803
BIHAR,2011,CLOTHS,2732731
BIHAR,2011,CONUTOR & TAILOAG TRAINING,20000
BIHAR,2011,FLOAR SECTION,102147
BIHAR,2011,INDUSTRIAL PRODUCT,163236198
BIHAR,2011,IRON SECTION,525351
BIHAR,2011,JAIL INDUSTRIES,3021004
BIHAR,2011,MULI-275 KG,4125
BIHAR,2011,PALAK-584 KG,8760
BIHAR,2011,PHENYLE SECTION,2671635
BIHAR,2011,PHULKANI-50KG,750
BIHAR,2011,SALJAM-450KG,6750
BIHAR,2011,SOAP SECTION,973333
BIHAR,2011,TAILORING SECTION,2395521
BIHAR,2011,THREAD READY,10000
BIHAR,2011,VEGETABLES,23020
BIHAR,2011,WOODEN ARTICLE,742179
BIHAR,2012,JAIL INDUSTRIES,170411266
BIHAR,2012,AGRICULTURE,449177
CHHATTISGARH,2012,TAILORING,383832
CHHATTISGARH,2012,CARPENTRY,6539796
CHHATTISGARH,2012,SCREEN PRINTING,4685184
CHHATTISGARH,2012,EMBROIDERY,20787
CHHATTISGARH,2012,BAMBOO CRAFT,47524
CHHATTISGARH,2012,TATPATTI,55760
CHHATTISGARH,2012,IRON WORK/BLACKSMITH,2523658
CHHATTISGARH,2012,STEEL WORK,56741
CHHATTISGARH,2012,WEAVING WORK,239683
CHHATTISGARH,2012,WOODEN CARVING,5039215
CHHATTISGARH,2012,SPICES,229893
CHHATTISGARH,2012,KEKTI WORK,46182
CHHATTISGARH,2012,CHALK,2345
CHHATTISGARH,2012,OFFSET PRINTING,1766242
CHHATTISGARH,2012,MASALA,575849
CHHATTISGARH,2012,NYLON DARI,16781
CHHATTISGARH,2012,WAX CANDLE,1996
CHHATTISGARH,2012,WASHING POWDER,4714142
CHHATTISGARH,2001,INDUSTRIAL,3120192
CHHATTISGARH,2002,WEAVING,269569
CHHATTISGARH,2002,PRINTING,298431
CHHATTISGARH,2002,WOOD WORK,654055
CHHATTISGARH,2002,METAL INDUSTRY,366841
CHHATTISGARH,2002,TAILORING,103573
CHHATTISGARH,2002,SOAP INDUSTRY,719795
CHHATTISGARH,2002,JUTE INDUSTRY,250283
CHHATTISGARH,2002,SPICES INDDUSTRIES,198359
CHHATTISGARH,2002,CARPENTRY,794274
CHHATTISGARH,2002,LAUNDRY,2814
CHHATTISGARH,2002,CHALK INDUSTRY,128
CHHATTISGARH,2002,PHENYLE,89626
CHHATTISGARH,2002,SCREEN INDUSTRY,26216
CHHATTISGARH,2002,ALUMINIUM INDUSTRY,55002
CHHATTISGARH,2002,VEGETABLE PRODUCTION,22733
CHHATTISGARH,2002,JUTE PRODUCT,22200
CHHATTISGARH,2003,METAL INDUSTRY,256487
CHHATTISGARH,2003,WOOD CRAFT INDUSTRY,1244855
CHHATTISGARH,2003,BAMBOO,39118
CHHATTISGARH,2003,BAL METAL,30361
CHHATTISGARH,2003,KNITTING,331343
CHHATTISGARH,2003,PRINTING,466866
CHHATTISGARH,2003,CHALK INDUSTRY,400
CHHATTISGARH,2003,TAILORING,268211
CHHATTISGARH,2003,TERRACOATA,4928
CHHATTISGARH,2003,SPICES INDDUSTRIES,378074
CHHATTISGARH,2003,TATPATTI,7830
CHHATTISGARH,2003,KOSA,5361
CHHATTISGARH,2003,CRAFT INDUSTRY,117884
CHHATTISGARH,2003,BAND,42546
CHHATTISGARH,2003,SOAP,1572500
CHHATTISGARH,2003,JUTE,61286
CHHATTISGARH,2003,PHYNELE,127467
CHHATTISGARH,2003,ALLUMINIUM,97713
CHHATTISGARH,2003,VEGETABLE,14818
CHHATTISGARH,2003,DINNER SET,142000
CHHATTISGARH,2004,METAL INDUSTRY,904661
CHHATTISGARH,2004,WOOD CRAFT,3150333.88
CHHATTISGARH,2004,BAMBOO INDUSTRY,3233
CHHATTISGARH,2004,BAL METAL,6321
CHHATTISGARH,2004,KNITTING,477313
CHHATTISGARH,2004,PRINTING,814549.03
CHHATTISGARH,2004,CHALK,106320
CHHATTISGARH,2004,SEWING,712631.43
CHHATTISGARH,2004,TERRACOATA,21840
CHHATTISGARH,2004,SPICE,348374.72
CHHATTISGARH,2004,CARPENTRY,139882
CHHATTISGARH,2004,REPAIR,7230
CHHATTISGARH,2004,MARWARI ART,41141
CHHATTISGARH,2004,TALPATTI,37800
CHHATTISGARH,2004,KOSA,8400
CHHATTISGARH,2004,EMBROIDERY,7885.7
CHHATTISGARH,2004,BAND,59000
CHHATTISGARH,2004,SOAP,1230511
CHHATTISGARH,2004,JAT,22068
CHHATTISGARH,2004,PHENYLE,114482
CHHATTISGARH,2004,ALLUMINIUM,47224
CHHATTISGARH,2004,VEGETABLE,1887
CHHATTISGARH,2004,AGRICULTURE,1014
CHHATTISGARH,2004,SEETAL,4729
CHHATTISGARH,2004,KEKATI,272052
CHHATTISGARH,2004,LAUNDRY,9177.5
CHHATTISGARH,2005,METAL WORKS,1124111
CHHATTISGARH,2005,WOOD CRAFT,4221036
CHHATTISGARH,2005,BAMBOO,25000
CHHATTISGARH,2005,BAIL METAL,11522
CHHATTISGARH,2005,KNITTING,817496
CHHATTISGARH,2005,PRINTING,1525989
CHHATTISGARH,2005,CHALK,67546
CHHATTISGARH,2005,SWEING,499938
CHHATTISGARH,2005,TERRACOATA,23479
CHHATTISGARH,2005,SPICES,311067
CHHATTISGARH,2005,MARHSAHI,2903
CHHATTISGARH,2005,TATPATTI,100170
CHHATTISGARH,2005,KOSA INDUSTRY,31403
CHHATTISGARH,2005,QULITTING,1200
CHHATTISGARH,2005,BAND,38000
CHHATTISGARH,2005,SOAP/WASHING,1572637
CHHATTISGARH,2005,JUTE INDUSTRY,5080
CHHATTISGARH,2005,PHENYLE,124572
CHHATTISGARH,2005,ALLUMINIUM,29253
CHHATTISGARH,2005,VEGETABLE,1100
CHHATTISGARH,2005,KEKATI,306736
CHHATTISGARH,2005,CARPENTRY,30000
CHHATTISGARH,2005,SHEESHAL,10082
CHHATTISGARH,2006,INDUSTRIAL,12701983
CHHATTISGARH,2007,BLACK SMITH,2907076
CHHATTISGARH,2007,WOOD WORK,4192392
CHHATTISGARH,2007,BAMBOO WORK,11597
CHHATTISGARH,2007,CANDLES MANUFACTURING,48232
CHHATTISGARH,2007,WEAVING,538671
CHHATTISGARH,2007,PRINTING,4477729
CHHATTISGARH,2007,CHALK INDUSTRY,72824
CHHATTISGARH,2007,TAILORING,1015873
CHHATTISGARH,2007,TERRACOATA,16736
CHHATTISGARH,2007,SPICE MAKING,538301
CHHATTISGARH,2007,CURTAIN INDUSTRIES,252300
CHHATTISGARH,2007,KEKTI,227131
CHHATTISGARH,2007,SOAP,1363836
CHHATTISGARH,2007,JUTE INDUSTRY,1250
CHHATTISGARH,2007,PHENYLE,148869
CHHATTISGARH,2007,CARPENTRY,142747
CHHATTISGARH,2007,EMBROIDERY INDUSTRY,53651
CHHATTISGARH,2007,NYLON THREAD SPINNING,3597
CHHATTISGARH,2007,LAUNDRY,15984
CHHATTISGARH,2008,BAND TRAINING,41700
CHHATTISGARH,2008,BANS SHILPS,29814
CHHATTISGARH,2008,BLACK SMITH,1326386
CHHATTISGARH,2008,CARPENTARY,1308115
CHHATTISGARH,2008,CHALK INDUSTRY,1400
CHHATTISGARH,2008,EMBROIDERY,24764
CHHATTISGARH,2008,JOOT,2728
CHHATTISGARH,2008,KEKATI,138933
CHHATTISGARH,2008,MASALA,585197
CHHATTISGARH,2008,NYLON DORI,8565
CHHATTISGARH,2008,OFFSET PRINTING,3643854
CHHATTISGARH,2008,PHENYLE,178226
CHHATTISGARH,2008,SCREEN PRINTING,633417
CHHATTISGARH,2008,SOAP,1281555
CHHATTISGARH,2008,STEATUE,539950
CHHATTISGARH,2008,TAILORING,5359955
CHHATTISGARH,2008,TATPATTI,42050
CHHATTISGARH,2008,TERRACOATA,1642
CHHATTISGARH,2008,WASHING POWDER,68091
CHHATTISGARH,2008,WEAVING,233309
CHHATTISGARH,2008,WOODEN,872155
CHHATTISGARH,2008,WOODEN SCREEN PRINTING & TAILORING,390720
CHHATTISGARH,2009,WOODEN ART,3544910
CHHATTISGARH,2009,TAILORING,210491
CHHATTISGARH,2009,WEAVING,106999
CHHATTISGARH,2009,MASALA,664591
CHHATTISGARH,2009,SCREEN PRINTING,2610502
CHHATTISGARH,2009,OFFSET PRINTING,2683538
CHHATTISGARH,2009,EMBROIDERY,9185
CHHATTISGARH,2009,BLACK SMITH,2399573
CHHATTISGARH,2009,WASHING POWDER,1933222
CHHATTISGARH,2009,NYLON,4235
CHHATTISGARH,2009,BAND TRAINING,34500
CHHATTISGARH,2009,CHALK MAKING,200
CHHATTISGARH,2009,JUTE ART,66167
CHHATTISGARH,2009,TATPATTI,1450
CHHATTISGARH,2009,BAMBOO ART,12879
CHHATTISGARH,2009,PHYNILE MAKING,214573
CHHATTISGARH,2010,BAMBOO ART,20314
CHHATTISGARH,2010,BLACK SMITH,2563817
CHHATTISGARH,2010,CANDLE,6901
CHHATTISGARH,2010,CARPENTRY,125145
CHHATTISGARH,2010,CHALK,91
CHHATTISGARH,2010,EMBROIDERY,13309
CHHATTISGARH,2010,MASALA,839441
CHHATTISGARH,2010,OFFSET & SCREEN PRINTING,1143946
CHHATTISGARH,2010,PHYNILE,343231
CHHATTISGARH,2010,PRINTING,2101396
CHHATTISGARH,2010,SCREEN PRINTING,241435
CHHATTISGARH,2010,SOAP,2276240
CHHATTISGARH,2010,TAILORING,18211
CHHATTISGARH,2010,TAILOURING,23005
CHHATTISGARH,2010,TERRA KOTTA,1539
CHHATTISGARH,2010,WASHING POWDER,227864
CHHATTISGARH,2010,WEAVING,70217
CHHATTISGARH,2010,WOODEN,719135
CHHATTISGARH,2010,"WOODEN, SCREEN, TAILORING",1159523
CHHATTISGARH,2010,KEKATI,142806
CHHATTISGARH,2010,TAILOURING,100122
