State/UT,YEAR,Vocation/Activity,Gross Value of Sale Proceeds / Earning (In Rs.)
CHHATTISGARH,2010,WOODEN,518614
CHHATTISGARH,2010,WOODEN,1805422
CHHATTISGARH,2010,WOODEN ART,193362
CHHATTISGARH,2011,WEAVING,541506
CHHATTISGARH,2011,SEWING,273361
CHHATTISGARH,2011,SOAP AND WASHING POWDER,2199362
CHHATTISGARH,2011,IRON AND ALUMINIUM,2941472
CHHATTISGARH,2011,CARPENTRY,8541408
CHHATTISGARH,2011,WOOD CARVING,93799
CHHATTISGARH,2011,KITCHEN MASALA,622488
CHHATTISGARH,2011,PRINTING,2194310
CHHATTISGARH,2011,SCREEN PRINTING,3089640
CHHATTISGARH,2011,PHENYLE,234630
CHHATTISGARH,2011,CHALK MAKING,1938
CHHATTISGARH,2011,BANS SHILPS,120930
CHHATTISGARH,2011,EMBROIDERY,20764
CHHATTISGARH,2011,NYLON DORI,2698
CHHATTISGARH,2011,CANDLE,31822
CHHATTISGARH,2011,STEEL FURNITURE,87591
GOA,2001,CARPENTRY,24386
GOA,2001,TAILORING,35849
GOA,2001,BAKERY,65000
GOA,2001,HORTICULTURE,35980
GOA,2002,AGRICULTURE,17908
GOA,2002,SALE OF GUNNY BAGS,3191
GOA,2002,TAILORING,77945
GOA,2002,CARPENTRY,66439
GOA,2002,PAPER BAGS,13095
GOA,2002,BAKERY,177470
GOA,2002,GARDENING,16334
GOA,2003,AGRO HORTICULTURE,24189
GOA,2003,CARPENTRY,39534
GOA,2003,TAILORING,41852
GOA,2003,BAKERY,191226
GOA,2003,PAPER BAGS,4625
GOA,2004,BAKERY,113400
GOA,2004,AGRO HORTICULTURE,4193
GOA,2004,TAILORING,19010
GOA,2004,PAPER BAGS,21630
GOA,2004,AGRICULTURAL PRODUCTS,42110
GOA,2005,AGRICULTURE,43846
GOA,2006,AGRICULTURAL PRODUCTS,39914
GOA,2007,AGRICULTURE,42926
GOA,2008,AGRICULTURAL,130000
GOA,2009,AGRICULTURAL PRODUCTS,84796
GOA,2010,GARDENING,20474
GOA,2011,GARDENING,21845
GOA,2011,TAILORING,15923
GOA,2012,GARDENING,15535
GOA,2012,BAKERY,190715
GOA,2012,ART AND CRAFT,33328
GOA,2012,TAILORING,44902
GUJARAT,2001,INDUSTRIAL,45884913
GUJARAT,2001,AGRICULTURE,5681146
GUJARAT,2002,AGRICULTURE,6832000
GUJARAT,2002,INDUSTRIAL,40300000
GUJARAT,2003,AGRICULTURE,7000000
GUJARAT,2003,INDUSTRIAL,46859425
GUJARAT,2004,AGRICULTURE,5836732
GUJARAT,2004,INDUSTRIAL,50394936
GUJARAT,2005,AGRICULTURE,4150795
GUJARAT,2005,INDUSTRIAL,57677741
GUJARAT,2006,AGRICULTURE,4090587
GUJARAT,2006,INDUSTRIAL,62526938
GUJARAT,2007,AGRICULTURE,4563097
GUJARAT,2007,INDUSTRIAL,47737938
GUJARAT,2008,AGRICULTURAL,4600338
GUJARAT,2008,INDUSTRIAL,61221103
GUJARAT,2009,AGRICULTURE,4520771
GUJARAT,2009,INDUSTRIAL,66270899
GUJARAT,2010,AGRICULTURE,5090730
GUJARAT,2010,INDUSTRIAL,62973594
GUJARAT,2011,INDUSTRIAL,77395475
GUJARAT,2011,AGRICUTLURE,5868669
GUJARAT,2012,INDUSTRIAL,75754946
GUJARAT,2012,AGRICULTURE,6079963
HARYANA,2001,INDUSTRIAL,7950975
HARYANA,2002,INDUSTRIAL,8029093
HARYANA,2003,AGRICULTURE,7473863
HARYANA,2004,AGRICULTURE,8278908
HARYANA,2005,AGRICULTURE,793870
HARYANA,2006,INDUSTRIAL,1841216
HARYANA,2006,FACTORY,34457
HARYANA,2006,"NIWAR KHADI, SOAP AND PHENYLE",666266
HARYANA,2006,REPAIR AND RECANNING,1287282
HARYANA,2006,FACTORY / BHIWANI,93114
HARYANA,2006,AGRICULTURE,10400
HARYANA,2007,AGRICULTURE,575530
HARYANA,2007,FACTORY,2583231
HARYANA,2008,FACTORY,3289598
HARYANA,2008,AGRICULTURAL,1105930
HARYANA,2009,FACTORY,9648721
HARYANA,2009,AGRICULTURE,950218
HARYANA,2010,FACTORY,5213652
HARYANA,2010,AGRICULTURE,1253531
HARYANA,2011,AGRICULTURE,4257878
HARYANA,2011,FACTORY,3904390
HARYANA,2012,AGRICULTURE,3363283
HARYANA,2012,INDUSTRIAL,3768545
HIMACHAL PRADESH,2001,WEAVING,165000
HIMACHAL PRADESH,2001,INDUSTRIAL/VOCATIONAL,300000
HIMACHAL PRADESH,2001,DURRY REPAIR,91000
HIMACHAL PRADESH,2002,WEAVING,1118665
HIMACHAL PRADESH,2002,TAILORING,4699
HIMACHAL PRADESH,2002,CARPENTRY,37353
HIMACHAL PRADESH,2003,WEAVING,1409798
HIMACHAL PRADESH,2003,TAILORING,662911
HIMACHAL PRADESH,2003,CARPENTRY/WEILDING,156468
HIMACHAL PRADESH,2004,WEAVING,1105367
HIMACHAL PRADESH,2004,CARPENTRY & WELDING,28284
HIMACHAL PRADESH,2004,TAILORING,3312
HIMACHAL PRADESH,2005,WEAVING,1105367
HIMACHAL PRADESH,2005,CARPENTRY & WELDING,28284
HIMACHAL PRADESH,2005,TAILORING,3312
HIMACHAL PRADESH,2006,INDUSTRIAL,1261717
HIMACHAL PRADESH,2007,INDUSTRIAL,1345318
HIMACHAL PRADESH,2008,INDUSTRIAL,1747576
HIMACHAL PRADESH,2009,WEAVING,801125
HIMACHAL PRADESH,2009,TAILORING,468106
HIMACHAL PRADESH,2009,CARPENTRY,116921
HIMACHAL PRADESH,2009,WELDING,9787
HIMACHAL PRADESH,2009,RE-CANNING,27229
HIMACHAL PRADESH,2010,CARPENTRY,61797
HIMACHAL PRADESH,2010,WELDING,2166
HIMACHAL PRADESH,2010,REXAN CUSHAN,3377
HIMACHAL PRADESH,2010,CANNING (RE-CANNING),17350
HIMACHAL PRADESH,2010,TAILORING,314511
HIMACHAL PRADESH,2010,WEAVING,710511
HIMACHAL PRADESH,2011,WEAVING SECTION,609884
HIMACHAL PRADESH,2011,TAILORING SECTION,297772
HIMACHAL PRADESH,2011,CARPENTRY SECTION,106837
HIMACHAL PRADESH,2012,WEAVING SECTION,239523
HIMACHAL PRADESH,2012,TAILORING SECTION,232506
HIMACHAL PRADESH,2012,CARPENTRY SECTION,102288
HIMACHAL PRADESH,2012,BLANKETS SHAWLS AND KHESIS,302820
JAMMU & KASHMIR,2001,HANDLOOM,161423.97
JAMMU & KASHMIR,2002,HANDLOOM,257738.37
JAMMU & KASHMIR,2003,HANDLOOM,562000
JAMMU & KASHMIR,2004,HANDLOOM,296467.25
JAMMU & KASHMIR,2004,CANDLE,273875
JAMMU & KASHMIR,2005,HANDLOOM,6127
JAMMU & KASHMIR,2005,CANDLE,370476
JAMMU & KASHMIR,2006,INDUSTRIAL,435061.05
JAMMU & KASHMIR,2007,HANDLOOM,578545
JAMMU & KASHMIR,2007,CANDLES MANUFACTURING,826524
JAMMU & KASHMIR,2008,JAIL MANUFACTURY,628641
JAMMU & KASHMIR,2008,HANDLOOM,641073
JAMMU & KASHMIR,2009,HANDLOOM,228705
JAMMU & KASHMIR,2009,CANDLES MANUFACTURING,406485
JAMMU & KASHMIR,2009,OTHERS,395032
JAMMU & KASHMIR,2010,JAIL MANUFACTURY,1006967
JAMMU & KASHMIR,2011,JAIL MANUFACTURY,619851
JAMMU & KASHMIR,2012,SALE OF EMBROIDED ITEMS,107380
JAMMU & KASHMIR,2012,SALE OF CANDLES,555473
JAMMU & KASHMIR,2012,VOCATIONAL TRAINING,3818
JAMMU & KASHMIR,2012,COTTON CLOTH,13572
JAMMU & KASHMIR,2012,DASUTHA,211610
JAMMU & KASHMIR,2012,BED SHEET,251196
JAMMU & KASHMIR,2012,TOWEL,46968
JAMMU & KASHMIR,2012,GUMSHA TOWEL,12150
JAMMU & KASHMIR,2012,TABLE CLOTH,17600
JAMMU & KASHMIR,2012,BLANKET,112047
JAMMU & KASHMIR,2012,DARI,36439
JAMMU & KASHMIR,2012,BED (CARPENTRY),196950
JHARKHAND,2001,INDUSTRIAL,4018832
JHARKHAND,2001,AGRICULTURAL,176278
JHARKHAND,2001,PHENYL PRODUCTION,576000
JHARKHAND,2001,SOAP,474000
JHARKHAND,2001,CLOTHING,7580001
JHARKHAND,2001,VEGETABLES,192470
JHARKHAND,2001,BLACK SMITH,358884
JHARKHAND,2002,INDUSTRIAL,6181861
JHARKHAND,2002,AGRICULTURE,295097
JHARKHAND,2003,AGRICULTURE,105557
JHARKHAND,2003,SOAP & PHENYLE,506717
JHARKHAND,2003,SOAP,105000
JHARKHAND,2003,SOAP PRODUCTION,239128
JHARKHAND,2003,CLOTHS,34500
JHARKHAND,2003,CLOTHING PRODUCTION,1797987
JHARKHAND,2003,COTTAGE INDUSTRIES,152336
JHARKHAND,2003,GARDENING & FISHING,220329
JHARKHAND,2003,GREEN VEGETABLE,9171
JHARKHAND,2003,HAND PAPER,153854
JHARKHAND,2003,INDUSTRIAL LOOM,133695
JHARKHAND,2003,JUTE HANDICRAFTS,6500
JHARKHAND,2003,LIFER SOAP PRODUCTION,81200
JHARKHAND,2003,PHENYL PRODUCTION,353600
JHARKHAND,2003,SCREEN PRINTING,212000
JHARKHAND,2003,"WEAVING, TAILORING",1983841
JHARKHAND,2004,AGRICULTURAL,452979
JHARKHAND,2004,VEGETABLE,9768
JHARKHAND,2004,CAUSTIC SOAP,105875
JHARKHAND,2004,CLOTHS,109950
JHARKHAND,2004,COTTAGE INDUSTRIES,46340
JHARKHAND,2004,INDUSTRIAL,2872795
JHARKHAND,2004,MANUFACTURING,1320946
JHARKHAND,2004,SOAP MAKING & PHENYLE,78307
JHARKHAND,2005,AGRICULTURE,267606
JHARKHAND,2005,CAUSTIC SOAP,102524
JHARKHAND,2005,CLOTHS,104825
JHARKHAND,2005,COTTAGE,615930
JHARKHAND,2005,INDUSTRIAL,5864994
JHARKHAND,2005,DEPARTMENTAL MANUFACTURING,5051009
JHARKHAND,2005,MANUFACTURING DEPARTMENT,672730
JHARKHAND,2005,AGRICULTURE,9000
JHARKHAND,2006,AGRICULTURAL,438518
JHARKHAND,2006,CASTIC SOAP,101613
JHARKHAND,2006,CLOTHS,105025
JHARKHAND,2006,INDUSTRIAL,9053312
JHARKHAND,2006,MANUFACTURING DEPARTMENT,3886625
JHARKHAND,2006,PRODUCED VALUE (AGRICULTURAL),37350
JHARKHAND,2006,PRODUCED VALUE (INDUSTRIAL),725985
JHARKHAND,2006,VOCATIONAL,5567
JHARKHAND,2007,AGRICULTURE,489738
JHARKHAND,2007,SOAP,98000
JHARKHAND,2007,CLOTHS,120000
JHARKHAND,2007,INDUSTRIAL,4305477
JHARKHAND,2007,MANUFACTURING DEPARTMENT,5989414
JHARKHAND,2007,VOCATIONAL ACTIVITIES,251
JHARKHAND,2008,AGRICULTURAL,646014
JHARKHAND,2008,AGRICULTURAL,30091
JHARKHAND,2008,AGRICULTURAL,79106
JHARKHAND,2008,CASTIC SOAP,102000
JHARKHAND,2008,CASTIC SOAP,312955
JHARKHAND,2008,CLOTHS,125000
JHARKHAND,2008,CLOTHS,2713664
JHARKHAND,2008,FLY LEAF MAKING,7900
JHARKHAND,2008,HANDLOOM PRODUCTION,30000
JHARKHAND,2008,INDUSTRIAL,4319657
JHARKHAND,2008,KHAPRA INDUSTRIES,15771
JHARKHAND,2008,MANUFACTURING DEPARTMENT,9876827
JHARKHAND,2008,PHENYLE,485000
JHARKHAND,2008,TASAR SILK YARN,99536
JHARKHAND,2008,WEAVING,7558
JHARKHAND,2009,AGRICULTURE,659621
JHARKHAND,2009,AGRICULTURE & GARDENING,36100
JHARKHAND,2009,BAG,30
JHARKHAND,2009,BLOUSE,65
JHARKHAND,2009,CAP,90
JHARKHAND,2009,CLOTHS,733036
JHARKHAND,2009,CLOTH WEAVING,199819
JHARKHAND,2009,FLY LEAF MAKING,8130
JHARKHAND,2009,HANDLOOM PRODUCTION,30000
JHARKHAND,2009,INDUSTRIAL,3413145
JHARKHAND,2009,KHAPRA INDUSTRIES,10001
JHARKHAND,2009,MAFLER,100
JHARKHAND,2009,MANUFACTURING DEPARTMENT,11832948
JHARKHAND,2009,PETICOT,400
JHARKHAND,2009,PHENYLE,543289
JHARKHAND,2009,SAMEEJ,30
JHARKHAND,2009,SWEATER,170
JHARKHAND,2009,TASAR SILK YARN,99536
JHARKHAND,2009,WASHING SOAP,435794
JHARKHAND,2009,WEAVING CLOTH,2530865
JHARKHAND,2010,AGARBATI AND GARDENING,105136
JHARKHAND,2010,AGRICULTURE,692432
JHARKHAND,2010,CASTIC SOAP MAKING,620388
JHARKHAND,2010,CLOTHS,16
JHARKHAND,2010,CLOTH INDUSTRIES,15000
JHARKHAND,2010,CLOTH WEAVING,4095765
JHARKHAND,2010,CLOTH WEAVING,595937
JHARKHAND,2010,FLY LEAF MAKING,15900
JHARKHAND,2010,INDUSTRIAL,17391787
JHARKHAND,2010,PHENYL MAKING,880215
JHARKHAND,2010,TASAR SILK YARN,102757
JHARKHAND,2011,AGRICULTURE,3014737
JHARKHAND,2011,AGRICULTURE & GARDENING,135139
JHARKHAND,2011,CAUSTIC SOAP,580400
JHARKHAND,2011,CLOTHING,892756
JHARKHAND,2011,INDUSTRIAL,5686628
JHARKHAND,2011,MANUFACTURING DEPARTMENT,18444353
JHARKHAND,2011,PHENYLE,789500
JHARKHAND,2011,TAILORING,615
JHARKHAND,2011,TASAR SILK YARN,36610
JHARKHAND,2011,TILES INDUSTRIES,10500
JHARKHAND,2011,WEAVING,270
JHARKHAND,2011,WEAVING CLOTH,4130290
JHARKHAND,2012,WEAVING CLOTH,5106936
JHARKHAND,2012,PHENYLE,805350
JHARKHAND,2012,CAUSTIC SOAP (WASHING SOAP),630000
JHARKHAND,2012,KHAPRA,5200
JHARKHAND,2012,AGRICULTURE & GARDENING,105130
JHARKHAND,2012,INDUSTRIAL,7149327
JHARKHAND,2012,AGRICULTURE,637870
JHARKHAND,2012,CLOTHS,600000
JHARKHAND,2012,MANUFACTURING DEPARTMENT,14551856
JHARKHAND,2012,COCOON RELING,36610
JHARKHAND,2012,GARDENING,21350
JHARKHAND,2012,VEGETABLE PRODUCTION FOR JAIL KITCHEN,12960
KARNATAKA,2001,AGRICULTURAL,4832418
KARNATAKA,2001,INDUSTRIAL,5253435
KARNATAKA,2002,AGRICULTURE,4816437
KARNATAKA,2002,INDUSTRIAL,4176683
KARNATAKA,2003,AGRICULTURE,2521000
KARNATAKA,2003,INDUSTRIAL,4718000
KARNATAKA,2004,AGRICULTURAL,4790000
KARNATAKA,2004,JAIL INDUSTRIES,5374000
KARNATAKA,2006,AGRICULTURAL,4711000
KARNATAKA,2006,INDUSTRIAL,4743000
KARNATAKA,2007,AGRICULTURE,2639000
KARNATAKA,2007,INDUSTRIAL,7894000
KARNATAKA,2008,INDUSTRIAL,9725000
KARNATAKA,2008,AGRICULTURAL,3314000
KARNATAKA,2009,INDUSTRIAL ACTIVITY,5584000
KARNATAKA,2009,AGRICULTURAL ACTIVITY,1473000
KARNATAKA,2010,AGRICULTURAL PRODUCTION,2658000
KARNATAKA,2010,INDUSTRIAL PRODUCTION,6808000
KARNATAKA,2011,PRISON INDUSTRIAL PRODUCTION,7831000
KARNATAKA,2011,AGRICULTURAL PRODUCTION,3780000
KARNATAKA,2012,INDUSTRIAL PRODUCTION,10833000
KARNATAKA,2012,AGRICULTURE PRODUCTION,3794000
KARNATAKA,2012,BAKERY PRODUCTION,5150000
KERALA,2001,INDUSTRIAL,3351771
KERALA,2001,AGRICULTURE,686237
KERALA,2001,RUBBER PLANTATION,937600
KERALA,2001,OTHERS,9791
KERALA,2002,INDUSTRIAL,1793698
KERALA,2002,AGRICULTURE,478620
KERALA,2002,RUBBER PLANTATION,1096468
KERALA,2002,CASHEW NUT,553100
KERALA,2002,OTHERS,138388
KERALA,2003,INDUSTRIAL,4845911
KERALA,2003,AGRICULTURE,1038766
KERALA,2003,RUBBER PLANTATION,3499750
KERALA,2003,AUCTION OF CASHEWNUTS,485000
KERALA,2004,CARPENTRY,385635
KERALA,2004,SMITHY,97188
KERALA,2004,TAILORING,405429
KERALA,2004,WEAVING,1009690
KERALA,2004,GARDENING,361004
KERALA,2004,LEATHER,2250
KERALA,2004,RUBBER SHEETS,4050000
KERALA,2004,FISH & MILK,100000
KERALA,2005,CARPENTRY,385635
KERALA,2005,SMITHY,97188
KERALA,2005,TAILORING,405429
KERALA,2005,WEAVING,1006990
KERALA,2005,GARDEN,361004
KERALA,2005,LEATHER,2250
KERALA,2005,RUBBER SHEETS,4050000
KERALA,2005,FISH & MILK,100000
KERALA,2006,INDUSTRIES,771525
KERALA,2006,AGRICULTURE,5108503
KERALA,2007,INDUSTRIAL,2825339
KERALA,2007,AGRICULTURE,11988641
KERALA,2008,INDUSTRIAL,983105
KERALA,2008,AGRICULTURAL,5546072
KERALA,2009,INDUSTRIES,918862
KERALA,2009,AGRICULTURE,7606216
KERALA,2010,INDUSTRIES,1056691
KERALA,2010,AGRICULTURE,10266755
KERALA,2011,INDUSTRIAL,4893548
KERALA,2011,AGRICULTURAL,19655841
KERALA,2011,CHAPPATHI AND FOOD PRODUCTS SALES,3849874
KERALA,2012,JAIL MANUFACTURY,9215861
KERALA,2012,AGRICULTURE,17564389
KERALA,2012,CHAPPATHI AND FOOD PRODUCTS SALES,98187028
KERALA,2012,CATTLE AND POULTRY PRODUCTS SALE,561730
MADHYA PRADESH,2002,AGRICULTURE,705468
MADHYA PRADESH,2002,INDUSTRIAL,5574958
MADHYA PRADESH,2003,INDUSTRIAL,11596354
MADHYA PRADESH,2003,AGRICULTURE,459805
MADHYA PRADESH,2004,INDUSTRIAL,16963570
MADHYA PRADESH,2004,AGRICULTURAL,615900
MADHYA PRADESH,2005,SMALL INDUSTRY,16641321
MADHYA PRADESH,2005,AGRICULTURE,435874
MADHYA PRADESH,2006,INDUSTRIAL,19477508
MADHYA PRADESH,2006,AGRICULTURAL,228005
MADHYA PRADESH,2007,SMALL INDUSTRIES,8232100
MADHYA PRADESH,2007,AGRICULTURE,424453
MADHYA PRADESH,2008,SMALL INDUSTRY,10090280
MADHYA PRADESH,2008,AGRICULTURAL,954773
MADHYA PRADESH,2009,SMALL INDUSTRIES,12632382
MADHYA PRADESH,2009,AGRICULTURE,3733525
MADHYA PRADESH,2010,SMALL INDUSTRIES,10822035
MADHYA PRADESH,2010,AGRICULTURE,1378829
MADHYA PRADESH,2011,SMALL INDUSTRIES,12210532
MADHYA PRADESH,2011,AGRICUTLURE,1636385
MADHYA PRADESH,2012,SMALL INDUSTRIES,20067005
MADHYA PRADESH,2012,AGRICULTURE,2292560
MAHARASHTRA,2001,INDUSTRIAL,107190047
MAHARASHTRA,2001,AGRICULTURE,19776905
MAHARASHTRA,2002,INDUSTRIAL,114421000
MAHARASHTRA,2002,AGRICULTURE,18844358
MAHARASHTRA,2003,INDUSTRIAL,122221000
MAHARASHTRA,2003,AGRICULTURE,17595412
MAHARASHTRA,2004,INDUSTRIAL,126509000
MAHARASHTRA,2004,AGRICULTURAL,10798785
MAHARASHTRA,2004,TOTAL,137307785
MAHARASHTRA,2005,INDUSTRIAL,121315000
MAHARASHTRA,2005,AGRICULTURE,11616300
MAHARASHTRA,2005,TOTAL,132931300
MAHARASHTRA,2006,INDUSTRIAL,90713633
MAHARASHTRA,2006,AGRICULTURE,18483089
MAHARASHTRA,2007,INDUSTRIAL,134305809
MAHARASHTRA,2007,AGRICULTURE,19143021
MAHARASHTRA,2008,INDUSTRIAL,121957056
MAHARASHTRA,2008,AGRICULTURAL,19143021
MAHARASHTRA,2009,INDUSTRIAL,87066000
MAHARASHTRA,2009,AGRICULTURAL,16979512
MAHARASHTRA,2010,INDUSTRIAL,85396000
MAHARASHTRA,2010,AGRICULTURE,17658786
MAHARASHTRA,2011,INDUSTRIAL,88058000
MAHARASHTRA,2011,AGRICULTURE,17775309
MAHARASHTRA,2012,INDUSTRIAL,95818000
MAHARASHTRA,2012,AGRICULTURE,18494775
MANIPUR,2009,NIL,0
MANIPUR,2012,NIL,0
MEGHALAYA,2005,FURNITURE,12890
MEGHALAYA,2006,INDUSTRIAL,3375
MEGHALAYA,2008,INDUSTRIAL,13550
MEGHALAYA,2009,INDUSTRIAL,6800
MEGHALAYA,2009,NIL,0
MEGHALAYA,2010,CRAFT,14200
MEGHALAYA,2011,INDUSTRIAL,32600
MEGHALAYA,2011,AGRICULTURE,6000
MEGHALAYA,2012,NIL,0
MIZORAM,2001,INDUSTRIAL,41035
MIZORAM,2002,INDUSTRIAL,40000
MIZORAM,2002,PIGGERY,10000
MIZORAM,2003,INDUSTRIAL,35000
MIZORAM,2003,PIGGERY,20000
MIZORAM,2004,INDUSTRIAL,35000
MIZORAM,2004,PIGGERY,20000
MIZORAM,2005,VOCATIONAL,38000
MIZORAM,2005,PIGGERY,24000
MIZORAM,2006,INDUSTRIAL,65000
MIZORAM,2007,INDUSTRIAL,35752
MIZORAM,2007,PIGERY PRODUCT,35000
MIZORAM,2007,MUSHROOM CULTIVATION,4250
MIZORAM,2008,INDUSTRIAL,30630
MIZORAM,2008,PIGERY PRODUCT,24300
MIZORAM,2009,INDUSTRIAL,33528
MIZORAM,2009,PIGGERY PRODUCT,31910
MIZORAM,2010,INDUSTRIAL (VOCATIONAL TRAINING CENTRE),35528
MIZORAM,2010,PIGGERY PRODUCT,32500
MIZORAM,2011,INDUSTRIAL,44550
MIZORAM,2011,PIGGERY PRODUCT,33000
MIZORAM,2011,OTHERS,8650
MIZORAM,2012,INDUSTRIAL,40000
MIZORAM,2012,PIGGERY PRODUCT,20000
NAGALAND,2009,NIL,0
NAGALAND,2011,BAMBOO BASKET,2500
NAGALAND,2011,MINIATURE MODEL HOUSE & DECORATIVE ITEMS,7000
NAGALAND,2011,HANDICRAFTS,800
NAGALAND,2011,BROOMS,450
NAGALAND,2011,BAMBOO PLATES & CUPS,3000
NAGALAND,2011,BAMBOO SEATS (MORAH),5000
NAGALAND,2011,WOODEN TABLES & CHAIRS,2400
NAGALAND,2011,BAMBOO DECORATIVE ITEMS,900
NAGALAND,2011,HANDICRAFTS,5000
NAGALAND,2012,HANDICRAFTS,5950
NAGALAND,2012,BROOMS,400
NAGALAND,2012,BAMBOO PLATES & CUPS,2950
NAGALAND,2012,BAMBOO SEATS (MORAH),5150
NAGALAND,2012,WOODEN TABLES & CHAIRS,2610
NAGALAND,2012,BAMBOO DECORATIONAL ITEMS(MISCELLANEOUS),700
ORISSA,2001,INDUSTRIAL,2223391
ORISSA,2001,AGRICULTURE,424488.62
ORISSA,2004,INDUSTRIAL,503235
ORISSA,2004,GARDENING,94596
ORISSA,2005,INDUSTRIAL,1534720
ORISSA,2005,AGRICULTURE,526414
ORISSA,2006,INDUSTRIAL,2577060
ORISSA,2006,AGRICULTURE,967000
ORISSA,2008,INDUSTRIAL,3217320
ORISSA,2008,AGRICULTURAL,1127371
ORISSA,2009,INDUSTRIAL,6931966
ORISSA,2009,AGRICULTURE,3049397
ORISSA,2010,INDUSTRIAL,6141432.95
ORISSA,2010,AGRICULTURE,1818984
ORISSA,2011,INDUSTRIAL,5134982
ORISSA,2011,AGRICULTURE,1613778
ORISSA,2012,AGRICULTURE,3452000
ORISSA,2012,INDUSTRIAL,5243000
PUNJAB,2001,INDUSTRIAL,17787445
PUNJAB,2001,AGRICULTURAL,8686066
PUNJAB,2002,INDUSTRIAL,19104208
PUNJAB,2002,AGRICULTURAL,11305827
PUNJAB,2003,INDUSTRIES,5290662
PUNJAB,2003,AGRICULTURE,6399935
PUNJAB,2004,INDUSTRIAL,18302766
PUNJAB,2004,AGRICULTURE,5611714
PUNJAB,2005,INDUSTRIAL,21783203
PUNJAB,2005,AGRICULTURE,6504297
PUNJAB,2006,INDUSTRIES,19840090
PUNJAB,2006,AGRICULTURE,6379631
PUNJAB,2007,INDUSTRIAL,9839663
PUNJAB,2007,AGRICULTURE,17491669
PUNJAB,2008,INDUSTRIAL,14625000
