state_name,year,type,incidence,inmate_injured,jail_personnel_injured,inmate_killed,jail_personnel_killed
Jammu & Kashmir,2011,Jail Breaks,0,0,0,0,0
Jammu & Kashmir,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Jammu & Kashmir,2011,Firings In Jail,0,0,0,0,0
Jammu & Kashmir,2012,Jail Breaks,0,0,0,0,0
Jammu & Kashmir,2012,Clashes/Group Clashes Etc,1,1,0,0,0
Jammu & Kashmir,2012,Firings In Jail,0,0,0,0,0
Jharkhand,2001,Jail Breaks,2,0,0,0,0
Jharkhand,2001,Clashes/Group Clashes Etc,1,3,0,0,0
Jharkhand,2001,Firings In Jail,0,0,0,0,0
Jharkhand,2002,Jail Breaks,0,0,0,0,0
Jharkhand,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2002,Firings In Jail,0,0,0,0,0
Jharkhand,2003,Jail Breaks,1,3,0,0,0
Jharkhand,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2003,Firings In Jail,0,0,0,0,0
Jharkhand,2004,Jail Breaks,0,0,0,0,0
Jharkhand,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2004,Firings In Jail,0,0,0,0,0
Jharkhand,2005,Jail Breaks,2,11,0,0,0
Jharkhand,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2005,Firings In Jail,0,0,0,0,0
Jharkhand,2006,Jail Breaks,0,0,0,0,0
Jharkhand,2006,Clashes/Group Clashes Etc,3,7,0,0,0
Jharkhand,2006,Firings In Jail,0,0,0,0,0
Jharkhand,2007,Jail Breaks,1,14,1,0,0
Jharkhand,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2007,Firings In Jail,1,0,1,0,0
Jharkhand,2008,Jail Breaks,0,0,0,0,0
Jharkhand,2008,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2008,Firings In Jail,0,0,0,0,0
Jharkhand,2009,Jail Breaks,0,0,0,0,0
Jharkhand,2009,Clashes/Group Clashes Etc,1,0,1,2,0
Jharkhand,2009,Firings In Jail,0,0,0,0,0
Jharkhand,2010,Jail Breaks,0,0,0,0,0
Jharkhand,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2010,Firings In Jail,0,0,0,0,0
Jharkhand,2011,Jail Breaks,0,0,0,0,0
Jharkhand,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2011,Firings In Jail,0,0,0,0,0
Jharkhand,2012,Jail Breaks,0,0,0,0,0
Jharkhand,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Jharkhand,2012,Firings In Jail,0,0,0,0,0
Karnataka,2001,Jail Breaks,0,0,0,0,0
Karnataka,2001,Clashes/Group Clashes Etc,2,12,1,0,0
Karnataka,2001,Firings In Jail,0,0,0,0,0
Karnataka,2002,Jail Breaks,0,0,0,0,0
Karnataka,2002,Clashes/Group Clashes Etc,2,0,2,0,0
Karnataka,2002,Firings In Jail,0,0,0,0,0
Karnataka,2003,Jail Breaks,0,0,0,0,0
Karnataka,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2003,Firings In Jail,0,0,0,0,0
Karnataka,2004,Jail Breaks,0,0,0,0,0
Karnataka,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2004,Firings In Jail,0,0,0,0,0
Karnataka,2005,Jail Breaks,0,0,0,0,0
Karnataka,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2005,Firings In Jail,0,0,0,0,0
Karnataka,2006,Jail Breaks,0,0,0,0,0
Karnataka,2006,Clashes/Group Clashes Etc,1,2,0,1,0
Karnataka,2006,Firings In Jail,0,0,0,0,0
Karnataka,2007,Jail Breaks,1,6,3,0,0
Karnataka,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2007,Firings In Jail,0,0,0,0,0
Karnataka,2008,Jail Breaks,0,0,0,0,0
Karnataka,2008,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2008,Firings In Jail,0,0,0,0,0
Karnataka,2009,Jail Breaks,0,0,0,0,0
Karnataka,2009,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2009,Firings In Jail,0,0,0,0,0
Karnataka,2010,Jail Breaks,0,0,0,0,0
Karnataka,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2010,Firings In Jail,0,0,0,0,0
Karnataka,2011,Jail Breaks,0,0,0,0,0
Karnataka,2011,Clashes/Group Clashes Etc,1,0,0,1,0
Karnataka,2011,Firings In Jail,0,0,0,0,0
Karnataka,2012,Jail Breaks,0,0,0,0,0
Karnataka,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Karnataka,2012,Firings In Jail,0,0,0,0,0
Kerala,2001,Jail Breaks,0,0,0,0,0
Kerala,2001,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2001,Firings In Jail,0,0,0,0,0
Kerala,2002,Jail Breaks,0,0,0,0,0
Kerala,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2002,Firings In Jail,0,0,0,0,0
Kerala,2003,Jail Breaks,0,0,0,0,0
Kerala,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2003,Firings In Jail,0,0,0,0,0
Kerala,2004,Jail Breaks,0,0,0,0,0
Kerala,2004,Clashes/Group Clashes Etc,1,0,0,1,0
Kerala,2004,Firings In Jail,0,0,0,0,0
Kerala,2005,Jail Breaks,0,0,0,0,0
Kerala,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2005,Firings In Jail,0,0,0,0,0
Kerala,2006,Jail Breaks,0,0,0,0,0
Kerala,2006,Clashes/Group Clashes Etc,1,2,1,0,0
Kerala,2006,Firings In Jail,0,0,0,0,0
Kerala,2007,Jail Breaks,0,0,0,0,0
Kerala,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2007,Firings In Jail,0,0,0,0,0
Kerala,2008,Jail Breaks,0,0,0,0,0
Kerala,2008,Clashes/Group Clashes Etc,3,9,0,0,0
Kerala,2008,Firings In Jail,0,0,0,0,0
Kerala,2009,Jail Breaks,0,0,0,0,0
Kerala,2009,Clashes/Group Clashes Etc,3,7,0,0,0
Kerala,2009,Firings In Jail,0,0,0,0,0
Kerala,2010,Jail Breaks,0,0,0,0,0
Kerala,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2010,Firings In Jail,0,0,0,0,0
Kerala,2011,Jail Breaks,0,0,0,0,0
Kerala,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Kerala,2011,Firings In Jail,0,0,0,0,0
Kerala,2012,Jail Breaks,0,0,0,0,0
Kerala,2012,Clashes/Group Clashes Etc,8,0,1,0,0
Kerala,2012,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2001,Jail Breaks,2,1,0,0,0
Madhya Pradesh,2001,Clashes/Group Clashes Etc,12,45,10,0,0
Madhya Pradesh,2001,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2002,Jail Breaks,18,24,1,0,0
Madhya Pradesh,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Madhya Pradesh,2002,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2003,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2003,Clashes/Group Clashes Etc,5,16,3,0,0
Madhya Pradesh,2003,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2004,Jail Breaks,2,0,0,0,0
Madhya Pradesh,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Madhya Pradesh,2004,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2005,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2005,Clashes/Group Clashes Etc,1,0,0,1,0
Madhya Pradesh,2005,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2006,Jail Breaks,1,1,0,0,0
Madhya Pradesh,2006,Clashes/Group Clashes Etc,2,28,6,0,0
Madhya Pradesh,2006,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2007,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2007,Clashes/Group Clashes Etc,4,20,5,0,0
Madhya Pradesh,2007,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2008,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2008,Clashes/Group Clashes Etc,6,45,9,2,0
Madhya Pradesh,2008,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2009,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2009,Clashes/Group Clashes Etc,4,28,6,0,0
Madhya Pradesh,2009,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2010,Jail Breaks,0,0,0,0,0
Madhya Pradesh,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Madhya Pradesh,2010,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2011,Jail Breaks,1,0,2,0,0
Madhya Pradesh,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Madhya Pradesh,2011,Firings In Jail,0,0,0,0,0
Madhya Pradesh,2012,Jail Breaks,1,0,0,0,0
Madhya Pradesh,2012,Clashes/Group Clashes Etc,2,2,0,0,0
Madhya Pradesh,2012,Firings In Jail,0,0,0,0,0
Maharashtra,2001,Jail Breaks,0,0,0,0,0
Maharashtra,2001,Clashes/Group Clashes Etc,35,27,0,0,0
Maharashtra,2001,Firings In Jail,0,0,0,0,0
Maharashtra,2002,Jail Breaks,0,0,0,0,0
Maharashtra,2002,Clashes/Group Clashes Etc,32,13,2,0,0
Maharashtra,2002,Firings In Jail,0,0,0,0,0
Maharashtra,2003,Jail Breaks,0,0,0,0,0
Maharashtra,2003,Clashes/Group Clashes Etc,22,22,2,0,0
Maharashtra,2003,Firings In Jail,0,0,0,0,0
Maharashtra,2004,Jail Breaks,0,0,0,0,0
Maharashtra,2004,Clashes/Group Clashes Etc,7,6,2,0,0
Maharashtra,2004,Firings In Jail,0,0,0,0,0
Maharashtra,2005,Jail Breaks,0,0,0,0,0
Maharashtra,2005,Clashes/Group Clashes Etc,10,7,2,0,0
Maharashtra,2005,Firings In Jail,0,0,0,0,0
Maharashtra,2006,Jail Breaks,0,0,0,0,0
Maharashtra,2006,Clashes/Group Clashes Etc,21,2,26,0,0
Maharashtra,2006,Firings In Jail,0,0,0,0,0
Maharashtra,2007,Jail Breaks,0,0,0,0,0
Maharashtra,2007,Clashes/Group Clashes Etc,4,3,1,0,0
Maharashtra,2007,Firings In Jail,0,0,0,0,0
Maharashtra,2008,Jail Breaks,0,0,0,0,0
Maharashtra,2008,Clashes/Group Clashes Etc,9,10,1,0,0
Maharashtra,2008,Firings In Jail,0,0,0,0,0
Maharashtra,2009,Jail Breaks,0,0,0,0,0
Maharashtra,2009,Clashes/Group Clashes Etc,1,1,0,0,0
Maharashtra,2009,Firings In Jail,0,0,0,0,0
Maharashtra,2010,Jail Breaks,0,0,0,0,0
Maharashtra,2010,Clashes/Group Clashes Etc,3,3,0,0,0
Maharashtra,2010,Firings In Jail,0,0,0,0,0
Maharashtra,2011,Jail Breaks,0,0,0,0,0
Maharashtra,2011,Clashes/Group Clashes Etc,2,2,0,0,0
Maharashtra,2011,Firings In Jail,0,0,0,0,0
Maharashtra,2012,Jail Breaks,0,0,0,0,0
Maharashtra,2012,Clashes/Group Clashes Etc,6,4,1,1,0
Maharashtra,2012,Firings In Jail,0,0,0,0,0
Manipur,2001,Jail Breaks,0,0,0,0,0
Manipur,2001,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2001,Firings In Jail,0,0,0,0,0
Manipur,2002,Jail Breaks,0,0,0,0,0
Manipur,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2002,Firings In Jail,0,0,0,0,0
Manipur,2003,Jail Breaks,0,0,0,0,0
Manipur,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2003,Firings In Jail,0,0,0,0,0
Manipur,2004,Jail Breaks,0,0,0,0,0
Manipur,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2004,Firings In Jail,0,0,0,0,0
Manipur,2005,Jail Breaks,0,0,0,0,0
Manipur,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2005,Firings In Jail,0,0,0,0,0
Manipur,2006,Jail Breaks,0,0,0,0,0
Manipur,2006,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2006,Firings In Jail,0,0,0,0,0
Manipur,2007,Jail Breaks,0,0,0,0,0
Manipur,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2007,Firings In Jail,0,0,0,0,0
Manipur,2008,Jail Breaks,0,0,0,0,0
Manipur,2008,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2008,Firings In Jail,0,0,0,0,0
Manipur,2009,Jail Breaks,0,0,0,0,0
Manipur,2009,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2009,Firings In Jail,0,0,0,0,0
Manipur,2010,Jail Breaks,0,0,0,0,0
Manipur,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2010,Firings In Jail,0,0,0,0,0
Manipur,2011,Jail Breaks,0,0,0,0,0
Manipur,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2011,Firings In Jail,0,0,0,0,0
Manipur,2012,Jail Breaks,0,0,0,0,0
Manipur,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Manipur,2012,Firings In Jail,0,0,0,0,0
Meghalaya,2001,Jail Breaks,4,1,1,0,0
Meghalaya,2001,Clashes/Group Clashes Etc,2,5,0,0,0
Meghalaya,2001,Firings In Jail,0,0,0,0,0
Meghalaya,2002,Jail Breaks,0,0,0,0,0
Meghalaya,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2002,Firings In Jail,0,0,0,0,0
Meghalaya,2003,Jail Breaks,0,0,0,0,0
Meghalaya,2003,Clashes/Group Clashes Etc,1,7,0,0,0
Meghalaya,2003,Firings In Jail,1,0,0,0,0
Meghalaya,2004,Jail Breaks,0,0,0,0,0
Meghalaya,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2004,Firings In Jail,0,0,0,0,0
Meghalaya,2005,Jail Breaks,0,0,0,0,0
Meghalaya,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2005,Firings In Jail,0,0,0,0,0
Meghalaya,2006,Jail Breaks,0,0,0,0,0
Meghalaya,2006,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2006,Firings In Jail,0,0,0,0,0
Meghalaya,2007,Jail Breaks,0,0,0,0,0
Meghalaya,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2007,Firings In Jail,0,0,0,0,0
Meghalaya,2008,Jail Breaks,1,4,0,0,0
Meghalaya,2008,Clashes/Group Clashes Etc,1,12,3,0,0
Meghalaya,2008,Firings In Jail,0,0,0,0,0
Meghalaya,2009,Jail Breaks,1,0,0,0,0
Meghalaya,2009,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2009,Firings In Jail,0,0,0,0,0
Meghalaya,2010,Jail Breaks,0,0,0,0,0
Meghalaya,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2010,Firings In Jail,0,0,0,0,0
Meghalaya,2011,Jail Breaks,0,0,0,0,0
Meghalaya,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2011,Firings In Jail,0,0,0,0,0
Meghalaya,2012,Jail Breaks,0,0,0,0,0
Meghalaya,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Meghalaya,2012,Firings In Jail,0,0,0,0,0
Mizoram,2001,Jail Breaks,0,0,0,0,0
Mizoram,2001,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2001,Firings In Jail,0,0,0,0,0
Mizoram,2002,Jail Breaks,0,0,0,0,0
Mizoram,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2002,Firings In Jail,0,0,0,0,0
Mizoram,2003,Jail Breaks,0,0,0,0,0
Mizoram,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2003,Firings In Jail,0,0,0,0,0
Mizoram,2004,Jail Breaks,0,0,0,0,0
Mizoram,2004,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2004,Firings In Jail,0,0,0,0,0
Mizoram,2005,Jail Breaks,0,0,0,0,0
Mizoram,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2005,Firings In Jail,0,0,0,0,0
Mizoram,2006,Jail Breaks,0,0,0,0,0
Mizoram,2006,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2006,Firings In Jail,0,0,0,0,0
Mizoram,2007,Jail Breaks,0,0,0,0,0
Mizoram,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2007,Firings In Jail,0,0,0,0,0
Mizoram,2008,Jail Breaks,0,0,0,0,0
Mizoram,2008,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2008,Firings In Jail,0,0,0,0,0
Mizoram,2009,Jail Breaks,0,0,0,0,0
Mizoram,2009,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2009,Firings In Jail,0,0,0,0,0
Mizoram,2010,Jail Breaks,0,0,0,0,0
Mizoram,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2010,Firings In Jail,0,0,0,0,0
Mizoram,2011,Jail Breaks,0,0,0,0,0
Mizoram,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2011,Firings In Jail,0,0,0,0,0
Mizoram,2012,Jail Breaks,1,0,0,0,0
Mizoram,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Mizoram,2012,Firings In Jail,0,0,0,0,0
Nagaland,2001,Jail Breaks,0,0,0,0,0
Nagaland,2001,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2001,Firings In Jail,0,0,0,0,0
Nagaland,2002,Jail Breaks,0,0,0,0,0
Nagaland,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2002,Firings In Jail,0,0,0,0,0
Nagaland,2003,Jail Breaks,0,0,0,0,0
Nagaland,2003,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2003,Firings In Jail,0,0,0,0,0
Nagaland,2004,Jail Breaks,2,11,0,0,0
Nagaland,2004,Clashes/Group Clashes Etc,1,0,0,1,0
Nagaland,2004,Firings In Jail,0,0,0,0,0
Nagaland,2005,Jail Breaks,0,0,0,0,0
Nagaland,2005,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2005,Firings In Jail,0,0,0,0,0
Nagaland,2006,Jail Breaks,0,0,0,0,0
Nagaland,2006,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2006,Firings In Jail,0,0,0,0,0
Nagaland,2007,Jail Breaks,0,0,0,0,0
Nagaland,2007,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2007,Firings In Jail,0,0,0,0,0
Nagaland,2008,Jail Breaks,0,0,0,0,0
Nagaland,2008,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2008,Firings In Jail,0,0,0,0,0
Nagaland,2009,Jail Breaks,0,0,0,0,0
Nagaland,2009,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2009,Firings In Jail,0,0,0,0,0
Nagaland,2010,Jail Breaks,0,0,0,0,0
Nagaland,2010,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2010,Firings In Jail,0,0,0,0,0
Nagaland,2011,Jail Breaks,0,0,0,0,0
Nagaland,2011,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2011,Firings In Jail,0,0,0,0,0
Nagaland,2012,Jail Breaks,0,0,0,0,0
Nagaland,2012,Clashes/Group Clashes Etc,0,0,0,0,0
Nagaland,2012,Firings In Jail,0,0,0,0,0
Orissa,2001,Jail Breaks,0,0,0,0,0
Orissa,2001,Clashes/Group Clashes Etc,0,0,0,0,0
Orissa,2001,Firings In Jail,0,0,0,0,0
Orissa,2002,Jail Breaks,0,0,0,0,0
Orissa,2002,Clashes/Group Clashes Etc,0,0,0,0,0
Orissa,2002,Firings In Jail,0,0,0,0,0
Orissa,2003,Jail Breaks,0,0,0,0,0
Orissa,2003,Clashes/Group Clashes Etc,0,0,0,0,0
